"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner","Planning_Status_Code"
"L_1213",646953,318736,"South Beach Wind Turbine (Somerton)",1,1.47,1.5,"Approved","01023W5","09/05/2013","Norfolk","Eastern","England","21/05/1999",NA,"22/07/2000","Large",1999,"E01026606",25.53,1.03,3.14,3.71,34.31,"E07000145",0.55,120.07,0.63,1.5,16.57,9.84,10.12,1.47,1.47,1.47,1.47,13,0.85,6.7,2603,1,48,19,29,0,0,NA,"Lab",25,39.5833333333333,60.4166666666667,0,0,NA,1567,49.7,55,1377,279,20,413,20.1,708,567,80,1
"L_1214",171000,21600,"Goonhilly Downs Wind Farm Repower",6,2,12,"Approved","EN00563","04/07/2012","Cornwall","South West","England","21/12/2007","01/08/2010","01/11/2010","Large",2007,"E01018903",5.72,0,1.51,1.33,1.62,"E06000052",0.34,138.8,89.75,0.19,12,6.43,9.78,75.7,0.05,21.18,0.05,96,1.52,7.9,800,2,82,9,5,48,20,NA,"LD",42,10.9756097560976,6.09756097560976,58.5365853658537,24.390243902439,NA,1776,37.1,29,1595,404,25,284,19,446,323,72,1
"L_1215",360531,1033828,"Spurness Wind Farm Repowering",5,2,10,"Approved","AA601","25/02/2013","Orkney Islands","Scotland","Scotland","04/03/2011","01/02/2012","01/12/2012","Large",2011,"S01004969",4.65,33.8,23.76,0.41,378.22,"S12000023",2.08,315.29,204.64,96.69,81.63,81.04,80.06,6.83,6.7,2.66,4.2,19,1.86,8.6,8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0,919,46.3,51,754,201,27,499,16,425,333,78,1
"L_1216",388702,836734,"Skelmonae Wind Farm",4,0.9,3.2,"Approved","EN00628","21/05/2010","Grampian","Scotland","Scotland","06/07/2007",NA,"20/12/2009","Large",2007,"S01000451",24.41,67.37,5.55,1.01,179.43,"S12000034",0.31,137.16,51.96,11.95,6.12,10.82,18.35,11.62,15.4,11.63,6.42,40,2.04,6.9,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,855,42.5,45,718,230,32,581,24.1,371,263,71,1
"L_1218",172528,35961,"Carn Vean",5,2,10,"Approved","EN00647","01/06/2009","Cornwall","South West","England","26/06/2008",NA,"30/10/2008","Large",2008,"E01018921",11.49,4.94,3.76,4,10.3,"E06000052",0.58,131.14,81.89,13.38,0.23,1.86,4.17,79.88,7.66,20.3,4.73,144,0.9,7.5,800,2,82,9,5,48,20,NA,"LD",42,10.9756097560976,6.09756097560976,58.5365853658537,24.390243902439,NA,2101,43.6,46,1748,567,32,604,30,872,660,76,1
"L_1219",234144,636959,"GlaxoSmithKline Wind Project",3,2.5,7.5,"Approved","AA639","03/10/2013","Strathclyde","Scotland","Scotland","06/01/2010",NA,"30/06/2013","Large",2010,"S01004354",10.27,31.23,0.89,0.03,135.99,"S12000021",0.12,12.96,44.58,40.77,1.09,0.75,1.37,35.88,9.74,20.79,0.5,12,0.12,7.3,8022,12,30,3,12,2,5,8,"NOC",16,10,40,6.66666666666667,16.6666666666667,26.6666666666667,514,37.6,38,394,77,20,323,15.2,206,141,68,1
"L_1220",520325,440375,"Withernwick",9,2,18,"Approved","EN00604","03/06/2013","Humberside","Yorkshire and Humber","England","04/04/2008","01/04/2012","19/03/2013","Large",2008,"E01013034",32.42,34.79,6.86,2.83,28.31,"E06000011",0.03,33.1,48.98,24.82,0.28,5.74,12.5,12.9,12.9,6.1,0.4,10,0.64,6.7,2021,11,67,47,3,12,5,NA,"Con",34,70.1492537313433,4.47761194029851,17.910447761194,7.46268656716418,NA,1801,42.1,44,1454,452,31,542,29.7,734,606,83,1
"L_1221",272400,280500,"Rheidol Wind Farm",8,0.3,2.4,"Approved","04037W3","08/12/2003","Dyfed","Wales","Wales","01/08/1991",NA,"06/02/1997","Large",1991,"W01000543",48.03,43.82,2.68,3.39,129.31,"W06000008",0.19,74.79,16.64,1.55,0.56,0.57,2.44,12.67,1.53,6.42,1,379,1.44,7.2,4102,3,44,0,1,9,31,3,"Ind",23,0,2.27272727272727,20.4545454545455,70.4545454545455,6.81818181818182,2020,43.4,47,1662,580,35,621,23.2,880,686,78,1
"L_1222",493952,229038,"Double Arches Quarry Wind Turbine",1,1.5,1.5,"Approved","B1416","29/12/2014","Bedfordshire","Eastern","England","08/09/2010","01/12/2014","18/12/2014","Large",2010,"E01017577",13.48,9.97,2.85,5.1,135.62,"E06000056",0.56,7.76,85.58,0.86,0.98,0.56,1.1,33.17,14.16,33.17,0.31,114,1.29,6.7,225,11,66,54,0,11,1,NA,"Con",34,81.8181818181818,0,16.6666666666667,1.51515151515152,NA,2169,42.5,44,1801,552,31,667,30.6,928,727,78,1
"L_1223",323460,179215,"G24 Innovations Turbine",1,2.3,2.3,"Approved","B0061","03/08/2011","South Glamorgan","Wales","Wales","26/09/2007",NA,"12/07/2011","Large",2007,"W01001885",20.68,23.14,2.13,0.28,41.43,"W06000015",0.03,2.84,22.55,9.72,0.36,2.79,0.17,1.24,1.24,1.24,0,7,0.67,6.1,7007,13,75,12,27,33,0,3,"NOC",38,16,36,44,0,4,2017,31.3,31,1451,402,28,682,22.9,786,541,69,1
"L_1224",225180,115445,"Crimp Wind Farm - resubmission",3,0.8,2.4,"Approved","N00543W","06/04/2011","Cornwall","South West","England","13/12/2004","01/08/2010","01/04/2011","Large",2004,"E01018943",30.67,1.9,9.19,4.29,2.14,"E06000052",0.38,73.22,37.83,8.38,11.88,0.48,23.11,73.58,1.63,52.1,1.63,210,0.2,8.1,800,2,79,9,9,36,25,NA,"NOC",40,11.3924050632911,11.3924050632911,45.5696202531646,31.6455696202532,NA,2121,44.8,49,1765,409,23,602,16.6,897,690,77,1
"L_1225",225230,209760,"Parc Cynog Extension",6,1.3,7.8,"Approved","EN00174","03/02/2010","Dyfed","Wales","Wales","02/02/2006",NA,"01/11/2009","Large",2006,"W01000672",30.69,22.53,1.05,1.51,62.69,"W06000010",0.83,32.1,7.02,13.93,4.02,4.26,6.68,18.86,1.7,3.41,1.19,138,0.82,7.1,7009,13,74,1,25,0,32,16,"NOC",38,1.35135135135135,33.7837837837838,0,43.2432432432432,21.6216216216216,1629,43.7,47,1366,294,22,456,17.8,681,473,69,1
"L_1226",315500,935500,"Boulfruich",15,0.85,13,"Approved","N00076W","23/10/2009","Highland","Scotland","Scotland","17/09/2001",NA,"01/08/2005","Large",2001,"S01003969",26.99,51.47,22.32,16.3,289.99,"S12000017",0.1,212.91,99.32,16.95,1.58,3.32,16.9,0.59,0.59,0.59,0.59,148,0.1,8.4,8018,12,80,0,11,10,51,8,"Ind",41,0,13.75,12.5,63.75,10,762,50.5,53,697,143,21,464,11.6,376,261,69,1
"L_1227",562450,175735,"Tilbury Docks",4,3,12,"Approved","EN00549","19/04/2013","Essex","Eastern","England","20/12/2007","28/09/2012","25/03/2013","Large",2007,"E01016003",16.36,7.06,1.37,1.4,72.06,"E06000034",1.3,5.86,64.45,2.96,1.32,1.04,1.2,5.16,11.19,6.56,1.77,4,0.37,5.7,1523,11,49,24,22,0,3,NA,"NOC",25,48.9795918367347,44.8979591836735,0,6.12244897959184,NA,1966,35.4,33,1541,245,16,671,10.4,774,435,56,1
"L_1228",375067,859014,"Milton of Fisherie Wind Cluster",2,2.3,4.6,"Approved","AA391","28/04/2016","Grampian","Scotland","Scotland","25/05/2011","01/04/2015","01/02/2016","Large",2011,"S01000526",48.46,74.13,3.66,3.47,202.78,"S12000034",0.29,150.15,53.41,37.33,5.39,1.45,25.27,29.28,13,7.56,5.3,117,1.51,8.1,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,1000,42.9,46,835,218,26,675,16.6,382,281,74,1
"L_1229",196500,726000,"Beinn Ghlas Wind Farm",14,0.55,7.8,"Approved","S0003W1","27/04/2006","Strathclyde","Scotland","Scotland","07/05/1997",NA,"25/06/1999","Large",1997,"S01000810",11.04,14.18,13.87,5.35,212.73,"S12000035",1.79,68.95,27.41,3.9,6.27,6.11,5.98,46.01,3.85,8.13,3.85,473,4.64,9.4,8004,12,33,3,2,4,20,4,"Ind",17,9.09090909090909,6.06060606060606,12.1212121212121,60.6060606060606,12.1212121212121,735,40.4,44,581,200,34,461,23,298,199,67,1
"L_1230",403588,837834,"Yonderton Farm",2,0.5,1,"Approved","A0355","07/01/2015","Grampian","Scotland","Scotland","14/05/2010","01/08/2014","01/12/2014","Large",2010,"S01000445",29.86,80.41,3.71,8.31,180.37,"S12000034",0.41,146.74,65.93,8.46,0.41,1.87,28.28,6.82,6.41,5.81,2.02,63,1.02,7.8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,1201,41.2,43,1002,278,28,823,20.3,516,414,80,1
"L_1231",451000,380000,"Loscar Farm",3,1.3,4.5,"Approved","N00331W","04/07/2012","South Yorkshire","Yorkshire and Humber","England","01/11/2004","01/01/2010","01/01/2011","Large",2004,"E01007753",24.08,60.81,2.49,2.58,93.9,"E08000018",0.31,2.83,20.24,14.05,2.83,2.78,2.38,45.07,14.97,21.32,1.23,126,1.25,6.7,5003,5,63,7,53,0,3,NA,"Lab",32,11.1111111111111,84.1269841269841,0,4.76190476190476,NA,1545,45.4,47,1283,311,24,405,24.9,670,479,71,1
"L_1232",385642,842482,"Hill of Balquhindachy extension",2,0.85,1.7,"Approved","AA061","01/06/2010","Grampian","Scotland","Scotland","20/03/2007",NA,"09/07/2010","Large",2007,"S01000465",30.24,68.61,5.08,1.14,185.35,"S12000034",0.09,140.4,52.07,17.97,2.88,13.96,20.95,17.66,14.65,17.67,4.44,135,1.17,8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,665,42.2,46,565,195,35,466,26.6,272,229,84,1
"L_1233",373000,656300,"Black Hill (Borders)",22,1.3,28.6,"Approved","S0053W3","06/05/2009","Borders","Scotland","Scotland","22/01/2001","01/05/2006","14/02/2007","Large",2001,"S01005475",61.29,23.17,5.09,2.73,24.86,"S12000026",1.21,56.75,26.76,21.81,4.51,10.34,11.86,6.61,2.59,6.62,3.43,334,3.6,8.4,8005,12,34,1,1,14,14,4,"NOC",18,2.94117647058824,2.94117647058824,41.1764705882353,41.1764705882353,11.7647058823529,950,40.7,43,769,270,35,603,28.5,382,245,64,1
"L_1234",420928,547703,"Langley Moor",4,2,8,"Approved","N00334W","27/04/2009","Durham","North East","England","28/01/2005",NA,"13/08/2008","Large",2005,"E01020633",23.83,11.91,4.13,2.56,21.1,"E06000047",0.12,8.58,38.66,14.45,1.18,1.89,5.99,21.33,15.23,15.23,3.2,233,1.63,7.6,1300,2,63,2,53,5,3,NA,"Lab",32,3.17460317460317,84.1269841269841,7.93650793650794,4.76190476190476,NA,1564,41.1,42,1310,246,19,527,15.6,707,466,66,1
"L_1235",598310,122060,"Little Cheyne Court Wind Farm",26,2.3,59.8,"Approved","N00019W","09/07/2009","Kent","South East","England","28/11/2002","01/07/2008","01/06/2009","Large",2002,"E01024548",8.1,4.98,6.17,5.39,29.29,"E07000112",2.41,19.1,44.21,7.72,0.17,2.19,3.92,31.24,3.72,4.73,0,1,3.25,6.4,2210,1,56,29,10,17,0,NA,"Con",29,51.7857142857143,17.8571428571429,30.3571428571429,0,NA,1245,41.3,45,993,192,19,364,15.4,500,338,68,1
"L_1236",139155,929460,"Arnish Moor",3,1.3,3.9,"Approved","S0030W3","02/02/2010","Western Isles","Scotland","Scotland","01/06/2001","01/12/2006","01/12/2006","Large",2001,"S01002352",7.58,23.19,1.4,0.15,375.42,"S12000013",1.98,267.15,174.22,75.2,1.47,65.36,101.3,2.95,5.72,2.95,6.45,60,2.5,8.2,8032,12,31,0,5,0,23,3,"Ind",16,0,16.1290322580645,0,74.1935483870968,9.67741935483871,892,46.2,48,770,217,28,548,17.5,411,336,82,1
"L_1237",311550,840550,"Berry Burn",29,2.3,66.7,"Approved","N00229W","21/07/2014","Grampian","Scotland","Scotland","19/09/2004","05/12/2012","30/05/2014","Large",2004,"S01004240",23.14,29.62,10.74,4.84,202.42,"S12000020",4.18,117.86,6.32,22.96,7.02,6.5,20.11,21.42,0.55,13.14,5.11,437,5.37,7.9,8021,12,26,1,4,1,16,4,"Ind",14,3.84615384615385,15.3846153846154,3.84615384615385,61.5384615384615,15.3846153846154,802,42.1,45,651,186,29,501,18.4,323,234,72,1
"L_1238",543324,302675,"Coldham Hall",8,1.75,14,"Approved","N00029W","06/05/2009","Cambridgeshire","Eastern","England","25/01/2002",NA,"01/08/2005","Large",2002,"E01018068",29.83,27.35,3.91,0.13,48.79,"E07000010",0.2,29.62,79.52,24.07,1.69,2.73,0.05,3.51,3.53,3.51,3.51,3,0.04,6.2,503,1,40,28,8,1,3,NA,"Con",21,70,20,2.5,7.5,NA,1534,42.1,45,1266,189,15,439,12.5,594,427,72,1
"L_1239",221500,578500,"Arecleoch Windfarm",60,2,120,"Approved","N00366W","25/10/2011","Strathclyde","Scotland","Scotland","03/04/2006","01/09/2009","14/06/2011","Large",2006,"S01005523",50.82,37.46,4.04,3.84,96.52,"S12000028",0.27,68.38,101.85,25.75,5.86,11.44,1.46,20.13,5.12,6,5.68,182,1.69,7.3,8026,12,30,15,14,0,1,0,"NOC",16,50,46.6666666666667,0,3.33333333333333,0,788,46.5,50,680,157,23,476,10.1,343,232,68,1
"L_1240",361543,863513,"Mornflake Oats Wind Turbine",1,2.3,2.3,"Approved","B0301","31/01/2012","Grampian","Scotland","Scotland","05/08/2008",NA,"18/01/2012","Large",2008,"S01000536",41.73,70.83,1.2,0.98,209.19,"S12000034",0.18,149.36,48.69,49.95,0.52,0.98,17.52,26.4,5.91,18.31,2.1,81,1.79,8,8001,12,43,4,10,15,1,13,"NOC",22,9.30232558139535,23.2558139534884,34.8837209302326,2.32558139534884,30.2325581395349,494,42,43,394,70,18,297,11.4,203,120,59,1
"L_1241",214885,211552,"Princes Gate Spring Water",2,0.8,1.6,"Approved","C2740","05/01/2015","Dyfed","Wales","Wales","18/11/2011",NA,"03/09/2014","Large",2011,"W01000577",20.35,31.33,3.73,0.58,63.36,"W06000009",0.31,42.58,2.04,22.34,1.4,2.12,2.33,28.83,4.7,5.76,2.97,190,0.89,7.8,7016,13,60,5,5,2,43,5,"Ind",31,8.33333333333333,8.33333333333333,3.33333333333333,71.6666666666667,8.33333333333333,1598,44.3,48,1333,408,31,418,20.1,634,539,85,1
"L_1242",260869,640428,"Calder Water Community Wind Farm",14,2,28,"Approved","A0163","25/03/2015","Strathclyde","Scotland","Scotland","26/08/2009",NA,"01/09/2013","Large",2009,"S01005685",27.49,47.48,9.66,3.55,129.63,"S12000029",0.31,13.23,45.33,16.38,0.11,3.1,13.86,31.4,12.06,4.44,4.44,283,1.35,7.9,8027,12,67,8,30,2,3,24,"NOC",34,11.9402985074627,44.7761194029851,2.98507462686567,4.47761194029851,35.8208955223881,861,39.2,40,734,234,32,461,32.5,272,241,89,1
"L_1243",318500,850500,"Rothes Wind (Cairn Uish)",22,2.3,50.6,"Approved","N00053W","09/03/2010","Grampian","Scotland","Scotland","27/09/2001",NA,"01/11/2004","Large",2001,"S01004242",17.23,41.68,11.56,3.9,208.71,"S12000020",3.45,128.17,18,35.04,3.12,7.1,11.29,16,8.48,16,2.66,293,4,8.7,8021,12,26,1,6,2,15,2,"NOC",14,3.84615384615385,23.0769230769231,7.69230769230769,57.6923076923077,7.69230769230769,845,43.5,47,707,214,30,547,18.8,355,194,55,1
"L_1244",383502,778054,"St John Hill",3,2.5,7.7,"Approved","B0845","16/08/2013","Grampian","Scotland","Scotland","10/07/2008",NA,"07/03/2013","Large",2008,"S01000284",34.61,51.87,6.79,3.75,121.36,"S12000034",0.01,89.72,35.28,14.98,3.08,1.54,5.14,22.84,11.02,3.47,4.47,94,1.15,8.5,8001,12,43,4,10,15,1,13,"NOC",22,9.30232558139535,23.2558139534884,34.8837209302326,2.32558139534884,30.2325581395349,1266,35.5,38,946,406,43,850,37.5,452,374,83,1
"L_1245",284700,361300,"Moel Maelogen A",2,1.3,2.6,"Approved","11021W3","03/03/2010","Gwynedd","Wales","Wales","20/08/1999",NA,"30/01/2003","Large",1999,"W01000189",44.99,25.83,2.76,1.01,150.85,"W06000003",1.1,50.35,3.51,8.8,8.47,4.05,4.58,20.08,4.87,10.73,1.51,419,2.7,8,7001,13,59,5,19,15,13,7,"NOC",30,8.47457627118644,32.2033898305085,25.4237288135593,22.0338983050847,11.864406779661,1465,43.3,45,1254,391,31,470,22.6,644,437,68,1
"L_1246",359380,150740,"Shooters Bottom Wind Park",1,2,2,"Approved","N00129W","06/05/2009","Somerset","South West","England","15/09/2003",NA,"16/06/2008","Large",2003,"E01029056",17.22,0.97,0.8,1.26,58.88,"E07000187",0.67,22.01,52.67,6.47,2.68,3.17,6.63,13.55,5.92,7.39,2.88,241,1.17,7.5,3301,1,46,31,0,11,4,NA,"Con",24,67.3913043478261,0,23.9130434782609,8.69565217391304,NA,2338,43.9,47,1942,820,42,687,39.2,963,718,75,1
"L_1248",331000,553500,"Great Orton",6,0.66,4,"Approved","07035W5","13/07/2006","Cumbria","North West","England","26/02/1998",NA,"21/12/1999","Large",1998,"E01019130",18.59,5.47,9.54,3.02,52.01,"E07000026",0.58,10.2,12.03,4.36,0.85,2.47,4.24,5.69,5.67,5.67,2.57,67,0.88,7.3,901,1,55,5,37,5,8,NA,"Lab",28,9.09090909090909,67.2727272727273,9.09090909090909,14.5454545454545,NA,1683,44.3,47,1400,432,31,460,24.8,697,566,81,1
"L_1249",223500,642500,"Ardrossan",12,2,24,"Approved","N00057W","06/08/2004","Strathclyde","Scotland","Scotland","24/05/2002",NA,"19/12/2003","Large",2002,"S01004431",20.34,20.61,0.51,0.23,145.84,"S12000021",0.38,22.43,38.19,48.8,0.7,1.68,0.18,33.3,11.54,18.31,0.44,10,0,7.7,8022,12,30,2,25,0,1,2,"Lab",16,6.66666666666667,83.3333333333333,0,3.33333333333333,6.66666666666667,666,39.6,39,576,73,13,487,8.2,409,117,29,1
"L_1250",365391,859727,"Strath of Brydock - Extension",1,1.3,2.3,"Approved","A0205","09/06/2010","Grampian","Scotland","Scotland","15/11/2008",NA,"01/12/2009","Large",2008,"S01000528",46.17,69.76,0.66,0.83,204.81,"S12000034",0.3,147.1,47.63,44.56,2.99,3.81,17.96,30.49,5.22,15.33,5.22,138,1.86,8.6,8001,12,43,4,10,15,1,13,"NOC",22,9.30232558139535,23.2558139534884,34.8837209302326,2.32558139534884,30.2325581395349,946,44,47,775,204,26,575,15.1,368,283,77,1
"L_1251",334600,1025700,"Thorfinn Wind Farm - NM1500",1,1.5,1.5,"Approved","N00067W","05/10/2009","Orkney Islands","Scotland","Scotland","23/10/1998",NA,"01/04/2000","Large",1998,"S01004967",22.06,9.59,1.44,1.09,373.65,"S12000023",0.94,304.16,191.25,76.97,61.98,60.51,62.65,33.83,8.73,0.09,0.09,152,1.41,9.8,6401,14,27,0,0,0,27,0,"Ind",14,0,0,0,100,0,669,42.9,46,545,195,36,432,27.3,275,230,84,1
"L_1252",420800,550300,"Holmside Hall",2,1.37,2.8,"Approved","06009W5","10/12/2009","Durham","North East","England","31/03/2002",NA,"01/06/2004","Large",2002,"E01020633",21.23,12.23,3.02,0.82,20.79,"E06000047",0.18,7.51,37.06,14.54,0.08,2.69,3.97,20.9,15.43,15.43,1.87,208,0.29,7.4,1300,2,61,2,53,4,2,NA,"Lab",31,3.27868852459016,86.8852459016393,6.55737704918033,3.27868852459016,NA,1564,41.1,42,1310,246,19,527,15.6,707,466,66,1
"L_1253",655480,293595,"Ness point Wind Turbine 1",1,2.3,2.3,"Approved","N00037W","03/02/2010","Suffolk","Eastern","England","31/10/2001",NA,"01/12/2004","Large",2001,"E01030247",28.54,8.13,0.58,0.79,8.63,"E07000206",0.26,116.09,3.31,9.19,3.44,0.45,1.14,7.22,4.53,1.08,2.9,0,0.05,6.8,3507,1,48,13,28,4,3,NA,"Lab",25,27.0833333333333,58.3333333333333,8.33333333333333,6.25,NA,1467,43.6,42,1270,124,10,613,6.5,859,174,20,1
"L_1254",549195,382820,"Bambers II",6,0.76,4.6,"Approved","A0299","24/03/2010","Lincolnshire","East Midlands","England","04/05/2005",NA,"01/11/2006","Large",2005,"E01026109",48.34,9.67,1.24,4.84,29.24,"E07000137",0.51,52.34,99.83,4.39,8.47,11.86,19.66,4.25,4.25,4.25,4.25,1,0.45,6.6,2502,1,60,15,12,6,27,NA,"NOC",31,25,20,10,45,NA,2159,53.8,60,1974,179,9,595,6.6,1149,895,78,1
"L_1255",293000,295000,"Carno 'A'and 'B' Wind Farm, (Extension)",12,1.3,15.6,"Approved","N00444W","06/01/2010","Powys","Wales","Wales","10/10/2003",NA,"01/03/2009","Large",2003,"W01000433",47.57,25.58,18.47,4.08,144.83,"W06000023",0.85,72.22,16.86,18.67,17.58,3.5,3.54,23.58,3.66,18.22,3.01,436,3.04,7.6,7017,13,73,0,6,8,59,0,"Ind",37,0,8.21917808219178,10.958904109589,80.8219178082192,0,2316,44.8,48,1959,430,22,654,18,1032,755,73,1
"L_1256",383719,667227,"Drone Hill",22,1.3,28.6,"Approved","N00243W","05/01/2015","Borders","Scotland","Scotland","04/03/2005","01/04/2011","01/09/2012","Large",2005,"S01005491",65,24.34,0.95,4.84,17.18,"S12000026",0.58,65.66,34.28,7.3,8.35,2.37,2.54,19.95,2.74,2.74,0.47,235,2.71,9.1,8005,12,34,11,0,8,14,1,"NOC",18,32.3529411764706,0,23.5294117647059,41.1764705882353,2.94117647058824,836,45.2,50,723,188,26,547,14.3,370,254,69,1
"L_1257",217950,714520,"Clachan Flats Wind Farm",9,1.67,15,"Approved","N00080W","27/07/2010","Strathclyde","Scotland","Scotland","15/05/2002","01/05/2006","01/12/2008","Large",2002,"S01000805",34.37,11.82,4.73,6.45,188.77,"S12000035",2.33,47.31,6.24,9.21,0.04,1.99,11.68,33.01,3.4,0.02,4.67,517,3.15,9.3,8004,12,36,3,0,6,23,4,"Ind",19,8.33333333333333,0,16.6666666666667,63.8888888888889,11.1111111111111,803,48.6,52,681,232,34,442,22.4,388,272,70,1
"L_1258",298600,523600,"Lowca Wind Farm",7,0.67,4.7,"Approved","07126W3","23/06/2009","Cumbria","North West","England","26/06/1998",NA,"01/04/2000","Large",1998,"E01019269",55.56,14.51,2.27,2.04,8.7,"E07000029",0.03,50.4,9.94,9.2,1,1.52,0.18,23.72,5.87,23.66,5.84,67,1.14,7.4,904,1,49,14,35,0,0,NA,"Lab",25,28.5714285714286,71.4285714285714,0,0,NA,1566,39.9,40,1266,125,10,501,8.8,680,321,47,1
"L_1259",542014,328596,"Gedney Marsh",6,2,12,"Approved","N00084W","06/05/2009","Lincolnshire","East Midlands","England","14/01/2003","01/05/2006","15/07/2008","Large",2003,"E01026246",36.43,17.13,15.27,0.84,31.48,"E07000140",0.5,44.28,82.92,6.36,1.24,4.03,17.13,4.67,4.66,4.66,4.66,4,2.16,6.4,2505,1,38,26,1,0,11,NA,"Con",20,68.4210526315789,2.63157894736842,0,28.9473684210526,NA,2351,45.2,48,1987,290,15,633,13,951,734,77,1
"L_1260",301826,521459,"Fairfield Farm",5,1.3,6.5,"Approved","EN00233","06/06/2011","Cumbria","North West","England","29/09/2006","01/08/2010","02/03/2011","Large",2006,"E01019268",52.5,15.77,2.92,1.76,8.68,"E07000029",0.61,48.52,6.42,5.33,0.45,2.24,3.84,24.77,4.71,24.71,4.71,162,0.49,8.3,904,1,51,16,32,1,2,NA,"Lab",26,31.3725490196078,62.7450980392157,1.96078431372549,3.92156862745098,NA,1130,45.9,49,983,207,21,328,15.2,489,407,83,1
"L_1261",287380,563820,"Plascow wind cluster (resubmission)",3,0.8,2.4,"Approved","C1313","14/03/2016","Dumfries and Galloway","Scotland","Scotland","09/05/2013","01/04/2015","15/07/2015","Large",2013,"S01000964",60.89,6,2.21,3.34,48.99,"S12000006",0.93,30.91,39.23,10.88,5.5,8.33,13.32,8.48,8.47,8.47,7.8,147,2.76,7.4,8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809,989,44.3,48,819,241,29,601,21.1,421,320,76,1
"L_1262",240435,115705,"Galsworthy Wind Park",4,2.3,9.2,"Approved","EN00602","01/12/2014","Devon","South West","England","04/04/2008","01/05/2011","28/11/2014","Large",2008,"E01020309",20.6,7.69,2.11,2.66,7.69,"E07000046",0.13,59.45,27.24,12.13,0.98,7.62,11.59,59.69,0.64,49.79,0.64,160,1.55,7.1,1109,1,36,13,0,8,15,NA,"NOC",19,36.1111111111111,0,22.2222222222222,41.6666666666667,NA,1679,45.2,49,1424,357,25,441,17.7,663,543,82,1
"L_1263",284000,281000,"Bryn Du",39,0.42,16.4,"Approved","04043W5","01/04/2005","Powys","Wales","Wales","24/07/2000",NA,"01/04/2005","Large",2000,"W01000429",52.5,32.22,8.4,6.97,130.05,"W06000023",2.44,78.4,21.65,8.58,3.27,1.72,10.89,18.8,1.42,3.35,1.42,517,1.48,6.3,7017,13,73,1,6,6,60,0,"Ind",37,1.36986301369863,8.21917808219178,8.21917808219178,82.1917808219178,0,2294,44.8,49,1914,544,28,614,20.7,951,786,83,1
"L_1264",549995,362998,"The Hollies",2,1.3,2.6,"Approved","N00179W","06/01/2010","Lincolnshire","East Midlands","England","02/07/2002","01/09/2007","01/01/2008","Large",2002,"E01026056",47.93,5.5,6.7,2.46,27.07,"E07000137",0.15,65.73,87.93,6.9,0.22,2.35,3.37,6.87,6.72,6.87,1.72,3,1.44,6.4,2502,1,60,8,9,8,35,NA,"Ind",31,13.3333333333333,15,13.3333333333333,58.3333333333333,NA,1171,45.2,48,974,144,15,305,10.8,474,370,78,1
"L_1265",299130,659300,"Pates Hill",7,2,14,"Approved","N00291W","06/04/2010","Lothian","Scotland","Scotland","21/07/2005","01/06/2009","20/01/2010","Large",2005,"S01006295",21.02,24.14,1.51,3.42,98.75,"S12000040",1,6.85,56.15,13.16,0.4,2.35,2.57,13.6,7.58,13.6,2.62,278,2.39,7.9,8029,12,32,1,18,0,1,12,"Lab",17,3.125,56.25,0,3.125,37.5,881,35.1,37,668,172,26,592,23.5,327,213,65,1
"L_1266",439000,530000,"Butterwick Moor",10,2.05,20.5,"Approved","N00253W","08/08/2011","Durham","North East","England","02/01/2007","01/09/2010","01/04/2011","Large",2007,"E01020828",17.31,29.95,3.18,3.07,11.18,"E06000047",0.34,6.68,24.35,7.48,1.55,0.65,6.12,10.73,7.47,10.73,3.9,95,2.6,7,1300,2,63,2,53,5,3,NA,"Lab",32,3.17460317460317,84.1269841269841,7.93650793650794,4.76190476190476,NA,1651,47.2,51,1408,556,39,439,35.3,667,583,87,1
