"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner","Planning_Status_Code"
"L_1159",400800,576900,"Kirkheaton Wind Farm",3,0.6,1.8,"Approved","06015W4","10/06/2009","Northumberland","North East","England","04/11/1997",NA,"22/05/2000","Large",1997,"E01027447",19.67,18.17,6.05,2.51,32.73,"E06000048",1.42,26.73,12.53,21.68,8.7,5.43,13.47,26.23,14.85,20.11,4.37,239,1.03,7.7,2800,2,66,13,43,8,2,NA,"Lab",34,19.6969696969697,65.1515151515152,12.1212121212121,3.03030303030303,NA,1777,43.6,47,1482,561,38,560,33.2,768,409,53,1
"L_1160",538360,292250,"Ranson Moor Wind Farm (Phase 2)",2,2,4,"Approved","EN00178","06/05/2009","Cambridgeshire","Eastern","England","18/05/2006",NA,"01/05/2007","Large",2006,"E01018065",35.2,38.74,8.13,1.48,60.26,"E07000010",0.83,22.06,85.89,16.17,0.9,3.07,5.22,9.09,9.09,9.09,9.09,0,1.65,6.2,503,1,40,36,3,0,1,NA,"Con",21,90,7.5,0,2.5,NA,2181,42.5,44,1807,351,19,636,21.4,920,773,84,1
"L_1161",544000,299000,"Stags Holt",9,2,18,"Approved","N00079W","06/05/2009","Cambridgeshire","Eastern","England","21/12/2001","01/04/2007","01/10/2007","Large",2001,"E01018084",30.15,30.01,5.03,1.65,51.57,"E07000010",0.09,29.13,79.23,24.19,4.12,3.89,1.93,5.59,5.59,5.59,5.59,1,1.62,6.2,503,1,40,28,8,1,3,NA,"Con",21,70,20,2.5,7.5,NA,2036,44.1,45,1713,233,14,575,14.4,904,714,79,1
"L_1162",385500,837500,"Methlick Farmers Wind Energy Project",6,2,12,"Approved","EN00412","07/08/2012","Grampian","Scotland","Scotland","01/10/2006","01/03/2011","01/12/2011","Large",2006,"S01000451",25.29,65.29,7.68,0.12,180.39,"S12000034",0.03,136.07,49.53,15.08,7.02,13.92,17.02,14.74,18.47,14.74,3.19,26,0.03,7,8001,12,43,3,14,20,0,6,"NOC",22,6.97674418604651,32.5581395348837,46.5116279069767,0,13.953488372093,855,42.5,45,718,230,32,581,24.1,371,263,71,1
"L_1163",375708,781360,"Droop Hill Wind Farm x",2,2.3,4.6,"Approved","B1307","28/04/2016","Grampian","Scotland","Scotland","28/05/2009","08/09/2013","01/07/2014","Large",2009,"S01000285",33.37,43.42,8.67,3.06,125.79,"S12000034",0.46,86,26.88,16.35,2.26,3.06,2.81,22.54,9.49,11.7,9.46,199,1.07,7.8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,719,40.3,43,580,201,35,485,26.8,278,227,82,1
"L_1164",284700,361300,"Moel Maelogen A Phase 2",8,1.3,10.4,"Approved","N00152W","03/03/2010","Gwynedd","Wales","Wales","12/06/2003",NA,"01/10/2008","Large",2003,"W01000189",44.99,25.83,2.76,1.01,150.85,"W06000003",1.1,50.35,3.51,8.8,8.47,4.05,4.58,20.08,4.87,10.73,1.51,419,2.7,8,7001,13,59,4,19,14,14,8,"NOC",30,6.77966101694915,32.2033898305085,23.728813559322,23.728813559322,13.5593220338983,1465,43.3,45,1254,391,31,470,22.6,644,437,68,1
"L_1165",561043,321955,"K L Technologies Wind Turbine",1,1.5,1.5,"Approved","AA642","26/02/2014","Norfolk","Eastern","England","22/12/2011",NA,"30/10/2013","Large",2011,"E01026688",17.53,2.76,1.27,2.34,23.39,"E07000146",0.82,54.39,62.89,1.1,0.33,3.03,2.42,2.08,2.08,2.08,2.08,1,0.02,6.2,2604,1,62,42,13,3,4,NA,"Con",32,67.741935483871,20.9677419354839,4.83870967741935,6.45161290322581,NA,1485,32.2,29,1068,78,7,430,4.4,526,237,45,1
"L_1166",368350,665650,"Crystal Rig Phase 1",25,2.5,62.5,"Approved","N00051W","07/04/2010","Borders","Scotland","Scotland","01/04/2001",NA,"30/06/2004","Large",2001,"S01005489",54.69,29.24,10.81,2.35,30.61,"S12000026",0.07,50.46,37.21,22.7,3.47,9.97,10.53,13.1,0.19,13.1,2.5,256,3.57,7.3,8005,12,34,1,1,14,14,4,"NOC",18,2.94117647058824,2.94117647058824,41.1764705882353,41.1764705882353,11.7647058823529,962,42.7,46,801,221,28,633,17.1,428,261,61,1
"L_1167",291053,295836,"Carno 'B' Wind Farm",28,0.6,16.8,"Approved","04050W3","30/10/2011","Powys","Wales","Wales","30/12/1993",NA,"01/10/1996","Large",1993,"W01000452",45.55,27.7,17.79,2.08,145.44,"W06000023",1.9,73.95,15.21,17.82,16.7,4.73,4.05,21.57,4.5,17.29,1.26,460,1.89,8.2,4500,4,46,0,6,4,36,0,"Ind",24,0,13.0434782608696,8.69565217391304,78.2608695652174,0,1931,46,50,1614,464,29,520,21.3,825,649,79,1
"L_1168",411500,541000,"Tow Law Wind Farm",3,0.9,2.6,"Approved","06014W5","18/01/2002","Durham","North East","England","27/07/1999",NA,"30/12/2001","Large",1999,"E01020646",31.59,1.39,4.62,0.77,31.98,"E06000047",0.77,18.75,34.28,8.35,3.04,1.09,5.05,32.39,6.85,6.85,4.22,262,1.14,8,1300,2,61,2,53,2,4,NA,"Lab",31,3.27868852459016,86.8852459016393,3.27868852459016,6.55737704918033,NA,1586,41.1,43,1292,310,24,497,18.7,688,492,72,1
"L_1169",265320,609703,"Hare Hill (East Ayrshire)",20,0.66,13.2,"Approved","A0237","06/12/2011","Strathclyde","Scotland","Scotland","10/02/1996",NA,"01/11/2000","Large",1996,"S01001276",33.47,47.02,12.88,4.96,98.89,"S12000008",2.61,29.06,76,30.97,6.06,3.43,4.11,30.85,13.19,5.26,0.77,585,3.56,10,8010,12,30,0,22,0,0,8,"Lab",16,0,73.3333333333333,0,0,26.6666666666667,607,40.1,43,490,93,19,411,16.1,226,186,82,1
"L_1170",606950,222545,"Blue Gates Farm",1,1.5,1.5,"Approved","A0150","29/11/2011","Essex","Eastern","England","05/06/2009",NA,"01/03/2010","Large",2009,"E01022051",29.64,8.22,0.94,0.66,27.42,"E07000076",0.66,54.09,71.3,5.28,0.52,2.89,1.13,2.4,2.4,2.4,2.06,26,0.59,6.3,1512,1,60,28,6,6,20,NA,"NOC",31,46.6666666666667,10,10,33.3333333333333,NA,1452,45.4,48,1219,279,23,378,25.9,575,479,83,1
"L_1171",519870,339325,"Bicker Fen",13,2,26,"Approved","N00078W","15/09/2010","Lincolnshire","East Midlands","England","10/03/2003","01/06/2006","28/07/2008","Large",2003,"E01026016",20.69,32.28,3.73,3.38,49.79,"E07000136",0.09,45.37,91.84,15.04,0.34,3.2,3.05,15.03,15.03,15.03,5.78,1,2.43,6.3,2501,1,32,12,11,4,5,NA,"NOC",17,37.5,34.375,12.5,15.625,NA,2312,44,46,1915,335,17,641,14.4,987,730,74,1
"L_1172",537950,292470,"Ranson Moor (phase 1)",3,2,6,"Approved","EN00177","06/05/2009","Cambridgeshire","Eastern","England","31/07/2003","01/09/2006","01/05/2007","Large",2003,"E01018065",35.53,38.79,7.71,1.72,60.29,"E07000010",0.71,21.69,86.25,15.91,0.46,3.38,4.95,8.71,8.71,8.71,8.71,-1,2.1,6.2,503,1,40,36,3,0,1,NA,"Con",21,90,7.5,0,2.5,NA,2181,42.5,44,1807,351,19,636,21.4,920,773,84,1
"L_1173",351086,825261,"Cairnmore Farm",3,0.85,2.6,"Approved","A0347","06/08/2010","Grampian","Scotland","Scotland","18/04/2008","01/04/2010","10/07/2010","Large",2008,"S01000418",39.17,32.72,1.73,2.82,174.16,"S12000034",0.31,109.8,13.75,23.73,6.58,12.22,5.11,25.04,4.46,16.57,1.89,248,1.22,6.7,8001,12,43,4,10,15,1,13,"NOC",22,9.30232558139535,23.2558139534884,34.8837209302326,2.32558139534884,30.2325581395349,718,41.3,45,588,177,30,489,22.1,304,239,79,1
"L_1174",283124,902064,"Kilbraur Windfarm Farlary - Extension",8,2.5,20,"Approved","A0027","17/10/2011","Highland","Scotland","Scotland","13/03/2009","01/12/2010","01/09/2011","Large",2009,"S01003960",14.04,12.9,6.47,10.51,270.2,"S12000017",0.02,181.12,69.27,4.4,0.42,1.76,1.45,4.4,6.75,4.4,2.6,136,0.28,7.8,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,877,42.9,46,720,156,22,552,11.4,385,230,60,1
"L_1175",413034,597920,"Wingates Wind Farm",6,2.5,15,"Approved","AA011","04/06/2013","Northumberland","North East","England","05/12/2008","01/08/2012","31/03/2013","Large",2008,"E01027365",20.02,13.29,11.68,0.93,13.29,"E06000048",0.07,34.62,6.5,31.56,0.52,0.99,8.99,15.21,7.1,15.21,0.58,67,2.7,6.6,2821,11,67,17,17,26,7,NA,"NOC",34,25.3731343283582,25.3731343283582,38.8059701492537,10.4477611940298,NA,2193,47.4,51,1881,710,38,620,32.6,972,670,69,1
"L_1176",333969,965435,"Stroupster Wind Farm - additional turbine",1,2.3,2.3,"Approved","C1820","18/03/2016","Highland","Scotland","Scotland","05/11/2013","01/07/2014","15/10/2015","Large",2013,"S01004008",12.87,32.41,3.22,8.39,314.53,"S12000017",2,244.08,131.82,30.59,13.31,13.74,6.76,0.36,0.37,0.37,0.37,66,1.88,8.5,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,672,44.7,47,570,98,17,424,16,282,234,83,1
"L_1177",390207,428154,"Coal Clough Wind Farm",24,0.4,9.6,"Approved","ENA0002","09/06/2010","Lancashire","North West","England","25/11/1991",NA,"01/02/1993","Large",1991,"E01024870",25.31,12.24,3.65,4.69,119.88,"E07000117",0.29,8.61,21.91,35.89,1.32,1.53,1.41,37.37,0.21,0.21,0.21,372,1.61,8.2,2303,1,48,8,36,4,0,NA,"Lab",25,16.6666666666667,75,8.33333333333333,0,NA,1146,45.2,49,978,337,34,362,26.8,516,435,84,1
"L_1178",329600,647500,"Bowbeat Wind Farm",24,1.3,31.2,"Approved","S0007W2","08/10/2013","Lothian","Scotland","Scotland","23/03/2000",NA,"05/09/2002","Large",2000,"S01004121",30.47,8.84,9.85,5.28,68.97,"S12000019",4.57,26.07,57.19,27.84,13.64,5.19,12.73,5.13,0.73,5.13,0.5,592,4.86,10.1,8020,12,18,0,17,1,0,0,"Lab",10,0,94.4444444444444,5.55555555555556,0,0,430,45.3,47,372,124,33,281,28.8,203,104,51,1
"L_1179",132500,846500,"Ben Aketil",10,2.3,23,"Approved","N00088W","06/05/2009","Highland","Scotland","Scotland","30/08/2002",NA,"01/09/2007","Large",2002,"S01003871",42.7,19.48,3.35,5.65,325.83,"S12000017",2.82,204.4,129.23,42.01,2.73,10.78,46.3,43.02,8.04,16.37,1.84,241,4.35,9.4,8018,12,80,0,11,10,51,8,"Ind",41,0,13.75,12.5,63.75,10,771,49.1,54,684,230,34,470,19.8,361,288,80,1
"L_1180",420500,404500,"Spicer Hill Wind Farm",3,2.3,6.9,"Approved","A0056","19/04/2013","South Yorkshire","Yorkshire and Humber","England","27/04/2009",NA,"15/02/2013","Large",2009,"E01007426",13.28,41.42,1.42,1.02,116.22,"E08000016",0.02,10.54,1.9,19.43,1.84,1.9,3.04,49.63,3.96,3.96,3.57,320,1.55,7.3,5001,5,63,6,32,1,24,NA,"Lab",32,9.52380952380952,50.7936507936508,1.58730158730159,38.0952380952381,NA,1558,43.8,46,1304,373,29,481,28.7,692,516,75,1
"L_1181",328540,950761,"Wathegar wind farm",5,2,10,"Approved","AA046","04/06/2013","Highland","Scotland","Scotland","09/02/2010","01/06/2012","31/03/2013","Large",2010,"S01003980",7.95,45.02,6.19,3.39,301.38,"S12000017",2.17,228.95,116.34,22.24,1.91,1.73,2.95,3.24,3.24,3.24,2.45,54,1.88,7.9,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,643,40.2,42,526,101,19,435,10.8,266,229,86,1
"L_1182",318000,537200,"Wharrels Hill Wind Farm",8,1.3,10.4,"Approved","07060W4","06/05/2009","Cumbria","North West","England","23/12/2000","01/04/2007","07/08/2007","Large",2000,"E01019133",38.2,9.76,0.59,2.82,31.25,"E07000026",0.09,27.07,0.43,5.45,6.74,1.11,5.46,13.31,2.15,13.24,0.62,194,1.31,7.7,901,1,56,8,36,7,5,NA,"Lab",29,14.2857142857143,64.2857142857143,12.5,8.92857142857143,NA,1546,43.7,47,1289,420,33,478,25.9,663,519,78,1
"L_1183",384413,833537,"Courtstone Wind Turbine",1,2.3,2.3,"Approved","AA466","14/09/2011","Grampian","Scotland","Scotland","15/09/2006",NA,"04/06/2009","Large",2006,"S01000442",21.51,62.01,5.01,0.33,176.51,"S12000034",0.14,132.14,46.68,14.63,7.99,13.25,13.2,14.26,17.61,14.27,2.2,66,0.72,7.8,8001,12,43,3,14,20,0,6,"NOC",22,6.97674418604651,32.5581395348837,46.5116279069767,0,13.953488372093,843,40.1,43,687,222,32,582,26.8,326,260,80,1
"L_1184",374424,424281,"Hyndburn Wind Farm",12,2,24,"Approved","A0541","03/05/2013","Lancashire","North West","England","01/12/2009","01/04/2012","19/10/2012","Large",2009,"E01025054",38.12,11.02,3.75,1.03,117.63,"E07000120",1.19,3.82,30.73,28.12,1.72,3.88,4.06,28.12,15.86,15.86,6.28,334,1.8,8.3,2306,1,35,19,13,0,3,NA,"Con",18,54.2857142857143,37.1428571428571,0,8.57142857142857,NA,1714,41.9,44,1437,301,21,562,14.4,769,487,63,1
"L_1185",545100,301570,"Whitemill Wind Farm",7,2,14,"Approved","B0483","24/08/2012","Cambridgeshire","Eastern","England","02/11/2007",NA,"02/05/2012","Large",2007,"E01018068",28.35,27.25,5.42,1.46,48.8,"E07000010",0.73,30.91,77.85,24.78,3.56,4.73,2.09,5.45,5.45,5.45,5.45,1,1.77,6.2,503,1,40,39,0,0,1,NA,"Con",21,97.5,0,0,2.5,NA,1534,42.1,45,1266,189,15,439,12.5,594,427,72,1
"L_1186",279000,632000,"Hagshaw Hill Wind Farm Extension",20,1.3,26,"Approved","N00256W","04/09/2009","Strathclyde","Scotland","Scotland","10/01/2005",NA,"01/10/2008","Large",2005,"S01005680",42.63,30.06,3.51,6.26,117.67,"S12000029",2.88,6.16,61.09,12.71,1.28,14.35,14.64,38.13,4.68,4.59,3.11,322,3.05,8.7,8027,12,67,4,48,2,3,10,"Lab",34,5.97014925373134,71.6417910447761,2.98507462686567,4.47761194029851,14.9253731343284,830,39,41,651,160,25,540,25.6,306,246,80,1
"L_1187",382080,663751,"Brockholes Wind Cluster",3,0.8,2.4,"Approved","A0016","03/06/2013","Borders","Scotland","Scotland","14/04/2009","28/02/2012","18/02/2013","Large",2009,"S01005482",66.16,23.43,1.01,3.33,16.97,"S12000026",0.07,64.32,31.04,10.19,4.94,1.07,0.84,17.03,4.76,6.39,3.67,183,1.72,7.4,8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294,663,45.1,49,565,164,29,429,20,297,193,65,1
"L_1188",519905,316471,"Deeping St Nicholas Wind Farm",8,2,16,"Approved","B0240","06/01/2012","Lincolnshire","East Midlands","England","11/02/2002",NA,"01/08/2006","Large",2002,"E01026241",21.65,40.31,1.58,4.12,56.7,"E07000140",1.35,22.91,100.34,15.93,2.78,5.69,1.41,18.38,5.49,18.38,4.7,2,1.27,6.2,2505,1,38,18,3,0,17,NA,"NOC",20,47.3684210526316,7.89473684210526,0,44.7368421052632,NA,1961,38.3,40,1556,303,19,636,15.6,772,509,66,1
"L_1189",537585,393825,"Fen Farm",20,0.8,16,"Approved","N00094W","05/12/2008","Lincolnshire","East Midlands","England","24/07/2003","01/02/2007","17/04/2008","Large",2003,"E01026076",32.66,6.31,2.8,6.48,16.86,"E07000137",0.9,36.75,98.44,7.31,5.12,6.39,6.81,6.97,6.97,6.97,6.97,1,2.19,6.3,2502,1,60,15,12,6,27,NA,"NOC",31,25,20,10,45,NA,2194,46.4,50,1869,446,24,596,18.3,932,753,81,1
"L_1190",223500,117500,"Darracott Moor",3,0.85,2.6,"Approved","N00111W","14/02/2012","Devon","South West","England","18/07/2002","01/10/2006","06/05/2011","Large",2002,"E01020291",30.86,0,10.96,6.29,0.25,"E07000046",0.27,75.56,40.45,11,14.15,2.89,23.81,75.89,0,54.59,0,105,0.6,7.3,1109,1,36,1,2,12,21,NA,"Ind",19,2.77777777777778,5.55555555555556,33.3333333333333,58.3333333333333,NA,1569,43.7,46,1308,285,22,436,14.4,640,494,77,1
"L_1191",378300,247900,"The Haven",1,1.2,1.2,"Approved","N00163W","26/09/2005","Hereford and Worcester","West Midlands","England","18/12/2002",NA,"05/11/2003","Large",2002,"E01032195",28.03,1.35,6.55,0.88,129.33,"E07000235",0.01,8.32,50.42,17.4,0.87,0.31,0.14,32.69,12.34,32.69,1.51,61,0,5.8,1804,1,42,22,0,11,9,NA,"Con",22,52.3809523809524,0,26.1904761904762,21.4285714285714,NA,1612,44.2,45,1344,439,33,476,30.5,752,560,74,1
"L_1192",284064,683742,"Tod Hill Farm Wind Turbines",4,3,12,"Approved","AA621","07/05/2015","Central","Scotland","Scotland","17/06/2011","01/04/2014","22/01/2015","Large",2011,"S01002563",31.83,34.16,0.56,1.81,116.81,"S12000014",1.07,0.67,28.4,15.56,0.04,6.82,1.85,7.61,11.13,6.69,3.52,56,1.04,7.1,8015,12,32,2,14,0,3,13,"NOC",17,6.25,43.75,0,9.375,40.625,1024,41.1,43,838,226,27,669,24.2,385,324,84,1
"L_1193",266440,879840,"Beinn Tharsuinn Extension",2,2.3,4.6,"Approved","EN00337","09/06/2010","Highland","Scotland","Scotland","19/01/2007",NA,"01/07/2009","Large",2007,"S01003938",16.03,5.16,6.56,0.4,258.35,"S12000017",2.63,162.62,55.04,19.72,0.27,9.65,6.99,7.11,6.02,2.62,0.37,259,5.25,7.7,8018,12,80,0,7,21,35,17,"NOC",41,0,8.75,26.25,43.75,21.25,605,40.4,44,491,152,31,411,17.3,250,179,72,1
"L_1194",225500,209500,"Parc-Cynog Wind Farm",5,0.7,3.6,"Approved","10019W3","30/10/2011","Dyfed","Wales","Wales","05/05/1998",NA,"01/02/2001","Large",1998,"W01000672",31.03,22.16,0.71,1.84,62.49,"W06000010",1.1,31.8,7.24,13.88,4.24,4.61,7.02,18.5,1.43,3.44,0.92,144,0.49,7.1,7009,13,80,1,37,3,32,7,"NOC",41,1.25,46.25,3.75,40,8.75,1629,43.7,47,1366,294,22,456,17.8,681,473,69,1
"L_1195",287000,308000,"Cemmaes 'B' Wind Farm",6,0.56,3.4,"Approved","04053W3","03/02/2010","Powys","Wales","Wales","04/09/1996",NA,"01/02/2002","Large",1996,"W01000452",35.06,37.56,14.03,6,157.2,"W06000023",1.24,76.58,2.57,7.43,25.23,2.34,4.95,20.2,6.45,6.45,3.66,401,1.8,6.7,7017,13,83,3,10,8,61,1,"Ind",42,3.6144578313253,12.0481927710843,9.63855421686747,73.4939759036145,1.20481927710843,1931,46,50,1614,464,29,520,21.3,825,649,79,1
"L_1196",405730,451820,"Chelker Reservoir (Retention of Turbines)",4,0.3,1.2,"Approved","AA015","02/12/2011","North Yorkshire","Yorkshire and Humber","England","24/01/2001",NA,"01/05/2004","Large",2001,"E01027557",19.73,2.5,2.26,1.42,91.81,"E07000163",1.32,21.88,1.5,17.28,6.02,0.41,1.46,20.09,3.32,3.32,1.27,221,1.62,6.7,2901,1,34,17,0,5,12,NA,"NOC",18,50,0,14.7058823529412,35.2941176470588,NA,1673,44.8,47,1377,568,41,439,35.8,655,424,65,1
"L_1198",225679,810840,"Millennium Extension II",6,2.5,15,"Approved","A0346","05/05/2011","Highland","Scotland","Scotland","06/01/2009","01/04/2010","01/04/2011","Large",2009,"S01003753",58.17,9.79,22.36,12.39,230.64,"S12000017",1.56,120.86,30.59,8.53,0.44,0.8,29.14,38,0.93,6.29,6.29,212,1.38,4.7,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,1105,45.8,49,948,266,28,684,14.8,503,353,70,1
"L_1199",460960,270200,"Watford Lodge",5,2,12.5,"Approved","EN00625","17/12/2015","Northamptonshire","East Midlands","England","19/08/2008","01/12/2014","23/11/2015","Large",2008,"E01027016",21.42,29.4,2.17,1.41,131.25,"E07000151",0.4,1.85,89.22,28.19,1.04,2.25,0.51,19.92,32.84,19.93,8.9,148,1.19,6.6,2702,1,38,35,1,2,0,NA,"Con",20,92.1052631578947,2.63157894736842,5.26315789473684,0,NA,1513,40.9,43,1230,501,41,482,37.3,616,490,80,1
"L_1200",534086,283221,"Red Tile",12,2,24,"Approved","N00280W","23/01/2012","Cambridgeshire","Eastern","England","15/10/2003","01/05/2006","01/12/2006","Large",2003,"E01018209",28.6,48.65,9.2,3.77,70.2,"E07000011",0.68,16.01,92.19,8.8,4.49,0.87,12.2,8.71,8.71,8.71,3.31,0,3.68,6.1,504,1,53,36,0,14,3,NA,"Con",27,67.9245283018868,0,26.4150943396226,5.66037735849057,NA,1480,40.9,44,1208,349,29,445,27,598,480,80,1
"L_1201",255500,871000,"Bendealt Wind Farm, Highland",18,0.5,9,"Approved","S0004W1","11/04/2011","Highland","Scotland","Scotland","17/05/1995",NA,"01/09/1997","Large",1995,"S01003927",28.99,16.38,9.25,7.06,256.69,"S12000017",2.22,157.43,53.45,7.93,4.91,7.68,7.48,8.13,4.02,3.91,2.85,539,3.39,8.5,8018,12,72,1,7,6,49,9,"Ind",37,1.38888888888889,9.72222222222222,8.33333333333333,68.0555555555556,12.5,720,41.6,43,580,167,29,457,26.5,296,219,74,1
"L_1202",310145,685510,"F M C Land, Pitreavie Business Park",1,1.5,1.5,"Approved","A0189","26/04/2012","Fife","Scotland","Scotland","13/02/2009",NA,"31/10/2011","Large",2009,"S01002619",12.39,43.77,0.43,0.8,92.1,"S12000015",0.51,1.27,49.08,13.65,2.45,1.94,0.19,2.9,26.91,2.9,2.9,40,0,6.8,8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795,768,43.1,44,651,143,22,498,15.9,342,281,82,1
"L_1203",582760,310085,"Swaffham Plashes II",1,1.79,1.8,"Approved","N00126W","22/09/2004","Norfolk","Eastern","England","11/12/2001",NA,"15/07/2003","Large",2001,"E01026455",10.32,19.46,4.33,8.61,33.12,"E07000143",0.14,63.72,39.85,17.91,0.68,0.18,16.93,17.91,7.85,3.39,3.39,70,0.45,6.6,2601,1,53,34,14,2,3,NA,"Con",27,64.1509433962264,26.4150943396226,3.77358490566038,5.66037735849057,NA,1901,45.9,46,1586,238,15,497,10.7,825,397,48,1
"L_1204",466000,362000,"Stonish Hill Re-submission",5,2,10,"Approved","A0447","08/04/2013","Nottinghamshire","East Midlands","England","08/06/2007","25/06/2012","31/03/2013","Large",2007,"E01028329",20.58,54.82,4.19,3.49,88.33,"E07000175",0.06,19.56,33.99,6.27,1.55,2.11,0.92,51.9,6.27,34.3,2.29,64,0.92,6.8,3006,1,46,26,6,4,10,NA,"Con",24,56.5217391304348,13.0434782608696,8.69565217391304,21.7391304347826,NA,1688,43.1,46,1352,529,39,451,40.8,626,524,84,1
"L_1205",433385,557810,"Nissan Wind Farm",6,0.66,4,"Approved","EN00167","23/10/2009","Tyne and Wear","North East","England","20/10/2004",NA,"01/11/2005","Large",2004,"E01008855",19.36,26.54,0.69,3.23,8.87,"E08000024",0.12,3.87,45.41,18.89,0.8,0.83,1.37,7.58,8.04,7.58,2.32,36,0.55,6.6,5105,5,75,12,61,2,0,NA,"Lab",38,16,81.3333333333333,2.66666666666667,0,NA,1486,36,38,1182,247,21,573,17.3,644,411,64,1
"L_1206",512263,458139,"Lissett Airfield Wind Farm",12,2.5,30,"Approved","EN00161","09/06/2010","Humberside","Yorkshire and Humber","England","10/07/2006",NA,"20/02/2009","Large",2006,"E01012986",48.31,36.49,10.09,2.55,13.18,"E06000011",1.31,36.6,29.52,30.22,5.46,1.65,3.77,29.43,12.35,12.38,3.08,4,1.31,6.5,2021,11,67,29,8,22,8,NA,"NOC",34,43.2835820895522,11.9402985074627,32.8358208955224,11.9402985074627,NA,1563,50.1,55,1374,234,17,426,15,738,539,73,1
"L_1207",318109,689419,"Mossmorran Wind Farm",2,2,4.6,"Approved","AA432","04/04/2016","Fife","Scotland","Scotland","01/04/2011","01/09/2015","01/12/2015","Large",2011,"S01002705",16.04,46.83,0.15,0.14,85.93,"S12000015",1.13,4.28,55.28,8.95,1.33,1.84,2.4,4.41,24.2,4.41,1.63,153,1.51,8.4,8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795,665,44.9,47,581,83,14,443,10.8,358,203,57,1
"L_1208",272590,710500,"Braes O'Doune",36,2,72,"Approved","N00060W","05/01/2015","Central","Scotland","Scotland","31/10/2002","01/05/2006","01/09/2006","Large",2002,"S01006169",47.18,9.81,8.75,7.16,136.06,"S12000030",5.39,12.41,7.64,12.03,10.52,7.65,8.81,12.51,2.73,12.5,3.67,477,5.96,9.5,8028,12,22,10,11,0,0,1,"NOC",12,45.4545454545455,50,0,0,4.54545454545455,710,41.8,43,587,211,36,445,29.9,318,203,64,1
"L_1209",350053,1003214,"New Holland",2,0.5,1,"Approved","C1708","05/01/2015","Orkney Islands","Scotland","Scotland","29/07/2013",NA,"20/10/2014","Large",2013,"S01004947",5.37,17.15,2,1.07,349.05,"S12000023",1.2,283.5,172.34,66.2,51.57,51.67,47.7,35.44,21.25,9.04,9.33,52,1.34,8.9,8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0,760,40.9,42,625,148,24,492,18.7,306,241,79,1
"L_1210",301881,532072,"Wythegill Wind Turbine",1,2.3,2.3,"Approved","AA561","16/06/2015","Cumbria","North West","England","14/04/2011","15/03/2015","15/06/2015","Large",2011,"E01019123",54.4,5.42,2.86,3.81,17.79,"E07000026",0.77,43.97,9.9,12.68,0.46,0.79,1.01,14.63,1.76,14.58,1.76,55,0.6,7.3,901,1,56,12,28,0,16,NA,"NOC",29,21.4285714285714,50,0,28.5714285714286,NA,1577,41.6,44,1268,174,14,446,9.2,667,403,60,1
"L_1211",524027,297139,"Whittlesey",3,3,9,"Approved","EN00406","04/07/2012","Cambridgeshire","Eastern","England","13/04/2007","01/11/2007","03/09/2008","Large",2007,"E01018099",21.63,45.04,0.16,2.2,65.28,"E07000010",1.42,9.83,99.28,7.89,0.32,3.96,0.03,0.99,0.98,0.98,0.98,7,1.04,6.2,503,1,40,39,0,0,1,NA,"Con",21,97.5,0,0,2.5,NA,1265,42.7,45,1059,162,15,369,13.6,524,459,88,1
