"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner"
"L_1725",220442,804419,"Beinneun",25,3.4,85,"Approved","AA182","16/02/2016","Highland","Scotland","Scotland","04/11/2011","15/07/2015",NA,"Large",2011,"S01003744",55.1,12.2,30.37,15.54,230.43,"S12000017",2,119.81,31.78,12.06,1.87,0.87,22.92,45.66,5.2,2.1,2.1,490,3.81,8.5,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,665,43.8,48,547,161,29,405,19.5,278,210,76
"L_1726",182440,659197,"Freasdail Wind Farm",11,2,22.5,"Approved","B0394","29/03/2016","Strathclyde","Scotland","Scotland","25/10/2012","20/02/2016",NA,"Large",2012,"S01000725",40.23,12.39,10.2,2.02,182.45,"S12000035",2.01,59.74,35.7,25.3,1.29,2.01,37.77,9.45,3.97,9.45,3.97,110,2.05,7.9,8004,12,36,5,0,5,13,13,"NOC",19,13.8888888888889,0,13.8888888888889,36.1111111111111,36.1111111111111,595,49.3,53,528,190,36,356,26.1,271,199,73
"L_1727",473632,420610,"Goole Fields ll Wind Farm",17,2.05,34.9,"Approved","AA220","24/03/2016","Humberside","Yorkshire and Humber","England","06/01/2012","14/08/2015",NA,"Large",2012,"E01013074",15.51,41.87,2.02,5.82,65.77,"E06000011",2.69,3.53,51.45,1.89,1.6,7.77,1.15,2.05,1.57,1.57,1.57,3,1.75,6.5,2021,11,67,53,6,3,5,NA,"Con",34,79.1044776119403,8.95522388059701,4.47761194029851,7.46268656716418,NA,1633,44.7,46,1392,321,23,481,19.8,676,567,84
"L_1728",194500,700500,"A'Chruach (Phase 1)",21,2.05,43,"Approved","EN00386","04/04/2016","Strathclyde","Scotland","Scotland","22/12/2011","04/06/2015",NA,"Large",2011,"S01000819",35.04,10.97,10.85,5.49,207.88,"S12000035",5.74,53.67,13.82,12.21,2.9,5.13,29.36,41.55,12.21,18.29,4.9,353,5,7.8,8004,12,36,3,0,7,16,10,"NOC",19,8.33333333333333,0,19.4444444444444,44.4444444444444,27.7777777777778,882,44.6,46,754,226,30,504,19.2,374,275,74
"L_1729",303800,596000,"Minnygap (Resubmission)",10,2,20,"Approved","A0480","29/03/2016","Dumfries and Galloway","Scotland","Scotland","29/06/2009","01/11/2015",NA,"Large",2009,"S01001072",56.76,23.59,8.47,5.09,80.95,"S12000006",0.93,6.44,60.22,26.36,7.91,3.59,6.83,14.57,16.99,14.57,4.55,296,4.24,7.8,8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809,898,41.8,44,752,185,25,604,11.9,373,180,48
"L_1730",240884,103359,"Dunsland Cross Wind Farm",3,3,7.5,"Approved","B0290","22/02/2016","Devon","South West","England","13/01/2012","29/01/2016",NA,"Large",2012,"E01020289",32.04,19.05,0.28,11.66,19.05,"E07000046",0.61,54.37,18.05,10.94,6.36,13.04,19.25,54.89,5.27,37.44,0.41,155,0.39,6.7,1109,1,36,18,0,6,12,NA,"NOC",19,50,0,16.6666666666667,33.3333333333333,NA,1534,48.7,52,1348,384,28,402,19.9,659,547,83
"L_1731",257500,813500,"Corriegarth",23,3,69,"Approved","EN00095","25/02/2016","Highland","Scotland","Scotland","15/07/2007","08/05/2015",NA,"Large",2007,"S01003758",43.45,25.96,17.98,7.41,209.94,"S12000017",5.24,104.07,10.38,22.79,7.99,12.51,20.67,14.05,8.47,11.18,8.47,653,6.65,8.5,8018,12,80,0,7,21,35,17,"NOC",41,0,8.75,26.25,43.75,21.25,954,44.3,47,774,249,32,578,22.1,430,330,77
"L_1732",365450,186055,"Alveston Wind Park",3,2.3,6.9,"Approved","EN00578","20/05/2016","Avon","South West","England","02/06/2008","08/10/2015",NA,"Large",2008,"E01014864",8.66,9.94,2.42,0.65,78.91,"E06000025",0.12,1.09,38.3,15.13,0.96,7.58,2.38,8.29,8.3,8.3,2.85,69,0.79,6.3,124,11,70,34,9,27,0,NA,"NOC",36,48.5714285714286,12.8571428571429,38.5714285714286,0,NA,1457,48.5,52,1280,496,39,372,44.9,632,540,85
"L_1733",510170,430424,"Energy Works Hull - Wind Turbine",1,3,3,"Approved","B0668","20/05/2016","Humberside","Yorkshire and Humber","England","27/06/2011","15/11/2015",NA,"Large",2011,"E01012806",20.51,26.81,0.24,1.41,32,"E06000010",0.32,20.09,54.68,10.61,0.71,0.15,0.35,2.07,2.07,2.07,2.07,3,0,6.6,2022,11,59,2,34,22,1,NA,"Lab",30,3.38983050847458,57.6271186440678,37.2881355932203,1.69491525423729,NA,1461,35.4,33,1189,152,13,632,5.5,743,367,49
"L_1734",472545,412960,"Twin Rivers",14,2,28,"Approved","B0883","01/02/2016","Humberside","Yorkshire and Humber","England","20/01/2004","15/05/2015",NA,"Large",2004,"E01007632",8.34,39.87,2.49,8.59,66.9,"E08000017",1.07,3.79,47.1,0.33,0.31,10.88,0.71,9,0.33,0.33,0.33,2,2.96,6.4,5002,5,63,9,27,13,14,NA,"NOC",32,14.2857142857143,42.8571428571429,20.6349206349206,22.2222222222222,NA,1617,35.6,36,1246,104,8,499,5.8,615,443,72
"L_1735",392176,311645,"Rodbaston",2,2,4,"Approved","A0087","31/05/2016","Staffordshire","West Midlands","England","16/07/2009","01/02/2016",NA,"Large",2009,"E01029658",37.21,3.6,1.33,1.81,177.72,"E07000196",1.06,1.17,41.55,8.05,0.61,0.53,0.69,15.73,7.21,48.59,3.38,102,1.02,6,3405,1,49,42,1,1,5,NA,"Con",25,85.7142857142857,2.04081632653061,2.04081632653061,10.2040816326531,NA,1332,43.3,45,1089,234,21,367,20.7,566,377,67
"L_1736",137480,952680,"Loch Sminig Wind Project",3,0.9,2.7,"Approved","EN00605","18/06/2015","Western Isles","Scotland","Scotland","29/08/2008","03/06/2013",NA,"Large",2008,"S01002372",20.99,26.56,0.38,15.49,393.68,"S12000013",0.97,286.49,192.77,79.37,20.44,88.6,121.52,1.19,1.72,1.1,10.61,47,0.65,8.6,8032,12,31,0,2,0,25,4,"Ind",16,0,6.45161290322581,0,80.6451612903226,12.9032258064516,761,45.6,48,656,151,23,483,12.2,356,269,76
"L_1737",443682,516981,"Lambs Hill",4,2.5,10,"Approved","AA018","13/04/2016","Cleveland","North East","England","07/10/2010","26/02/2016",NA,"Large",2010,"E01012264",7.93,37.85,0.28,2.3,19.89,"E06000004",0.59,15.19,13.59,11.24,2.45,0.14,0.58,7.87,15.67,7.87,4.75,19,0,6.3,724,11,56,13,22,8,13,NA,"NOC",29,23.2142857142857,39.2857142857143,14.2857142857143,23.2142857142857,NA,2384,36.1,35,1912,479,25,872,17.1,1036,601,58
"L_1738",299943,302442,"Tirgwynt",12,2,25,"Approved","A0281","28/04/2016","Powys","Wales","Wales","24/09/2007","24/12/2015",NA,"Large",2007,"W01000488",49.06,24.07,10.16,8.91,153.17,"W06000023",0.89,64.1,13.4,13.68,15.66,6.23,6.53,29.32,12.59,12.59,5.08,377,2.89,7.5,7017,13,73,0,4,17,52,0,"Ind",37,0,5.47945205479452,23.2876712328767,71.2328767123288,0,2180,43.2,46,1801,483,27,614,18.9,892,721,81
"L_1739",286568,205930,"Maesgwyn Wind Farm - extension",4,2.5,10,"Approved","C1410","15/03/2016","West Glamorgan","Wales","Wales","15/08/2014","21/01/2016",NA,"Large",2014,"W01000925",32.99,28.92,2.03,0.06,55.78,"W06000012",0.56,17.28,3.92,8.44,3.32,0.56,1.16,18.48,3.86,30.1,2.53,46,0.23,4.6,7014,13,64,0,50,0,6,8,"Lab",33,0,78.125,0,9.375,12.5,1571,40.7,41,1261,183,15,465,9.2,657,368,56
"L_1740",470868,278823,"Kelmarsh Wind Farm (Resubmission)",5,2.5,12.5,"Approved","AA620","16/02/2016","Northamptonshire","East Midlands","England","08/02/2010","01/04/2014",NA,"Large",2010,"E01027005",15.6,42.43,4.81,8.96,118.22,"E07000151",0.36,14.09,87.28,35.21,7.14,0.55,8.42,20.1,37.71,20.1,4.39,169,1.04,6.8,2702,1,38,35,1,2,0,NA,"Con",20,92.1052631578947,2.63157894736842,5.26315789473684,0,NA,2100,42.4,45,1689,668,40,590,40.2,823,606,74
"L_1741",299608,185606,"Mynydd Portref Wind Farm extension",6,2,12,"Approved","B0330","31/05/2016","Mid Glamorgan","Wales","Wales","29/06/2012","11/04/2016",NA,"Large",2012,"W01001161",19.57,36.08,1.96,2.44,37.05,"W06000016",1.23,5.25,20.07,14.87,0.35,9.3,2.55,23.58,5.83,23.58,1.33,262,1.56,7.9,7018,13,75,1,60,1,4,9,"Lab",38,1.33333333333333,80,1.33333333333333,5.33333333333333,12,2224,36.3,35,1753,376,21,730,15.8,898,655,73
"L_1742",284252,179465,"Newton Down",2,2,5,"Approved","B1014","26/04/2016","Mid Glamorgan","Wales","Wales","18/05/2012","07/04/2016",NA,"Large",2012,"W01000989",25.41,22.07,1.08,2.59,29.52,"W06000013",0.55,1.54,28.61,2.15,1.92,18.16,2.26,19.26,1.93,31.55,1.47,94,1.44,7.4,7004,13,54,1,39,3,10,1,"Lab",28,1.85185185185185,72.2222222222222,5.55555555555556,18.5185185185185,1.85185185185185,1413,44.2,46,1189,471,40,378,33.6,574,485,84
"L_1743",423943,596828,"North Steads Wind Farm ",9,3,18.5,"Approved","C0007","29/04/2016","Northumberland","North East","England","30/01/2012","28/04/2016",NA,"Large",2012,"E01027475",16.95,8.37,7.11,2.26,3.38,"E06000048",0.8,31.43,17.43,33.17,1.79,1.43,1.25,5.73,8.53,5.73,3.38,39,0.9,6.7,2821,11,67,19,17,26,5,NA,"NOC",34,28.3582089552239,25.3731343283582,38.8059701492537,7.46268656716418,NA,1415,48.1,52,1231,390,32,428,25.7,641,551,86
"L_1744",346153,841867,"Cairnborrow - resubmission",5,2.5,10,"Approved","C2139","11/08/2015","Grampian","Scotland","Scotland","09/10/2013","12/08/2015",NA,"Large",2013,"S01000464",37.66,44.31,1,4.73,191.49,"S12000034",1.93,124.13,22.37,39.99,1.2,3.24,7.18,21.58,5.11,6.3,3.62,234,1.06,7.6,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,848,40.9,45,672,188,28,546,17.6,338,246,73
"S_0001",329348,1020910,"Holodyke",1,0.9,0.9,"Approved","A0198","21/05/2010","Orkney Islands","Scotland","Scotland","22/02/2007","01/09/2009","10/10/2009","Small",2007,"S01004965",22.56,4.36,0.05,0.23,369.87,"S12000023",0.1,298.97,185.78,70.59,55.73,54.08,56.33,40.51,4.21,2.21,1.29,18,0,7.4,8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0,942,43.8,46,785,195,25,602,16.3,413,334,81
"S_0002",296740,647909,"Muirhead Farm",1,0.1,0.1,"Approved","A0132","05/09/2013","Strathclyde","Scotland","Scotland","08/07/2009","","","Small",2009,"S01005739",31.33,17.42,2.11,0.04,101.57,"S12000029",0.65,16.51,60.98,6.82,6.21,1.23,0.65,15.19,2.77,15.19,0,222,1.23,7.2,8027,12,67,8,30,2,3,24,"NOC",34,11.9402985074627,44.7761194029851,2.98507462686567,4.47761194029851,35.8208955223881,941,39.4,42,790,187,24,563,18.3,313,270,86
"S_0003",226055,112627,"Taylors Cross Farm Wind Turbine",1,0.25,0.25,"Approved","C0419","23/08/2013","Cornwall","South West","England","14/08/2012","","","Small",2012,"E01018943",31.83,2.46,6.88,1.53,2.46,"E06000052",0.11,71.38,35.33,5.52,9.59,0.05,23.8,71.79,4.46,49.15,1.97,188,0.85,7.5,827,11,123,48,0,39,36,NA,"NOC",62,39.0243902439024,0,31.7073170731707,29.2682926829268,NA,2121,44.8,49,1765,409,23,602,16.6,897,690,77
"S_0004",218079,87970,"Lundy View Farm wind turbine",1,NA,0.05,"Approved","C1164","19/08/2013","Cornwall","South West","England","11/04/2013","","","Small",2013,"E01018968",38.72,3.02,15.16,0.17,5,"E06000052",0.21,74.91,29.76,19.45,2.81,0.2,12.31,75.84,4.29,31.64,1.75,261,0.01,7.8,827,11,123,31,8,36,48,NA,"NOC",62,25.2032520325203,6.50406504065041,29.2682926829268,39.0243902439024,NA,2515,46.4,50,2121,506,24,671,17.4,1002,810,81
"S_0005",325460,972820,"Taigh Na Muir Wind Turbine",1,0.5,0.5,"Approved","C0607","19/01/2014","Highland","Scotland","Scotland","20/09/2012","","","Small",2012,"S01004010",22.54,22.76,0.62,3.37,323.57,"S12000017",0.48,250.71,137.58,27.29,13.81,14.43,12.26,1.28,7.08,1.28,1.28,21,0.74,8,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,837,46.2,50,720,201,28,513,19.3,369,308,83
"S_0006",106587,747853,"Tor A Bhaile Wind Turbine",1,NA,0.01,"Approved","C0692","20/05/2013","Strathclyde","Scotland","Scotland","08/11/2012","","","Small",2012,"S01000831",6.91,19.77,33.83,0.07,298.99,"S12000035",0.31,153.45,113.26,28.46,76.03,70.98,71.15,0.39,4.89,0.38,0.38,4,0.15,8.9,8004,12,36,5,0,5,13,13,"NOC",19,13.8888888888889,0,13.8888888888889,36.1111111111111,36.1111111111111,848,44.8,48,702,217,31,512,18,403,284,70
"S_0007",239562,120678,"Land At Babeleigh Barton",1,0.5,0.5,"Approved","IF1427","06/02/2014","Devon","South West","England","02/11/2012","","","Small",2012,"E01020295",16.77,2.7,5.56,6.75,2.7,"E07000046",0.09,61.89,31.81,15.1,3.75,2.62,8.16,62.81,3.3,54.78,3.3,159,0.47,7.5,1109,1,36,18,0,6,12,NA,"NOC",19,50,0,16.6666666666667,33.3333333333333,NA,1689,47.8,51,1418,374,26,401,20.9,669,537,80
"S_0008",492066,402952,"Manor Farm (wind)",1,0.5,0.5,"Approved","IF1340","28/02/2013","Humberside","Yorkshire and Humber","England","22/12/2011","","01/11/2012","Small",2011,"E01013324",18.5,18.24,4.81,1.12,48.29,"E06000013",1.16,3.53,63.58,18.69,0.34,2.63,3.16,11.11,11.11,18.73,0.67,14,0.91,6.5,2024,11,43,23,20,0,0,NA,"Con",22,53.4883720930233,46.5116279069767,0,0,NA,1553,43.2,46,1300,351,27,436,25,627,520,83
"S_0009",325355,479485,"Harlock Hill",1,0.9,0.9,"Approved","N00161W","08/10/2013","Cumbria","North West","England","09/06/2003","","","Small",2003,"E01019351",11.36,18.43,3.8,3.31,43.75,"E07000031",0.26,26.7,5.36,5.56,1.93,2.56,2.48,3.39,3.39,3.39,1.11,213,2.17,9,906,1,52,18,9,23,2,NA,"NOC",27,34.6153846153846,17.3076923076923,44.2307692307692,3.84615384615385,NA,1753,45.7,49,1510,624,41,528,35.2,760,594,78
"S_0010",199381,558189,"Shepherds Hill Wind Turbines",3,NA,0.15,"Approved","C0239","25/09/2014","Dumfries and Galloway","Scotland","Scotland","06/06/2012","30/11/2012","","Small",2012,"S01000948",71.71,54.83,3.47,0.27,104.11,"S12000006",0.61,96.19,112.64,49.84,20.51,7.72,7.58,11.29,12.89,11.28,3.46,116,0.75,8.9,8008,12,47,14,15,1,7,10,"NOC",24,29.7872340425532,31.9148936170213,2.12765957446809,14.8936170212766,21.2765957446809,844,42.1,45,677,142,21,532,10.3,345,258,75
"S_0011",485679,324211,"Beech Tree Farm, Buckminster Road",1,NA,0.05,"Approved","AA181","20/11/2013","Leicestershire","East Midlands","England","09/04/2010","","01/04/2011","Small",2010,"E01025912",9.72,63.83,8.08,1.85,86.09,"E07000133",0.11,36.98,66.29,6.68,8.56,5.29,6.36,15.33,17.93,15.3,1.15,127,0,6.6,2406,1,28,20,3,0,5,NA,"Con",15,71.4285714285714,10.7142857142857,0,17.8571428571429,NA,1528,43.2,46,1278,393,31,491,26.3,666,329,49
"S_0012",446814,304239,"Lindridge Hall Farm",1,0.5,0.5,"Approved","C2516","02/06/2014","Leicestershire","East Midlands","England","19/12/2013","","","Small",2013,"E01025876",22.03,41.07,4.17,0.6,128.95,"E07000132",0.66,4.48,52.67,10.36,1.51,5.98,0.95,40.89,13.35,40.89,1.68,117,0.72,6.3,2404,1,34,15,1,18,0,NA,"LD",18,44.1176470588235,2.94117647058824,52.9411764705882,0,NA,1881,43.1,45,1550,550,35,538,37.9,742,663,89
"S_0013",389074,825230,"Tillymaud",1,0.85,0.85,"Approved","A0176","31/01/2012","Grampian","Scotland","Scotland","26/06/2009","","01/05/2011","Small",2009,"S01000411",12.93,61.58,2.41,0.51,167.92,"S12000034",0.15,127.92,47.48,10.18,1.14,7.89,10.4,9.88,11.49,9.88,8.75,93,1.28,7.9,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,702,38.5,41,566,230,41,485,37.9,275,213,77
"S_0014",381590,772138,"Dendoldrum Farm Wind Turbine",1,NA,0.22,"Approved","C0892","24/03/2014","Grampian","Scotland","Scotland","07/12/2012","","","Small",2012,"S01000280",40.74,50.71,8.79,1.95,115.74,"S12000034",0.33,84.61,35.55,8.98,5.15,1.04,7.51,16.94,17.15,8.1,3.39,122,0.63,8.2,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,761,37.5,37,595,180,30,503,26.4,294,198,67
"S_0015",244224,645821,"East Pokelly Farm",1,0.1,0.1,"Approved","C2737","25/03/2014","Strathclyde","Scotland","Scotland","18/05/2011","","28/02/2013","Small",2011,"S01001420",19.04,37.62,2.12,1.13,140,"S12000008",0.03,2.57,35.96,28.38,0.49,3.44,2.44,24.26,8.65,15.85,8.57,169,1.46,7.6,8010,12,32,3,14,0,1,14,"NOC",17,9.375,43.75,0,3.125,43.75,1185,36.5,39,906,350,39,805,34.7,412,363,88
"S_0016",461757,394936,"Limpool Farm House",2,NA,0.4,"Approved","A0453","29/09/2010","South Yorkshire","Yorkshire and Humber","England","23/04/2010","","28/09/2010","Small",2010,"E01007614",5.76,47.71,2.78,0.28,79.56,"E08000017",1.8,2.16,32.76,11.46,1.27,1.93,2.24,27.22,11.46,11.46,4.04,37,2.16,6.2,5002,5,63,9,33,10,11,NA,"Lab",32,14.2857142857143,52.3809523809524,15.8730158730159,17.4603174603175,NA,1353,44,47,1138,455,40,392,41.3,532,475,89
"S_0017",458100,272270,"Tesco Power Logistics (Daventry)",1,0.8,0.8,"Approved","A0500","24/10/2011","Northamptonshire","East Midlands","England","14/11/2006","","20/01/2011","Small",2006,"E01027006",22.83,29.25,0.52,2.13,132.5,"E07000151",0.41,0.12,86.06,31.17,0.16,0.67,0.65,23.44,29.31,23.45,6.6,115,0.41,6.3,2702,1,38,34,2,2,0,NA,"Con",20,89.4736842105263,5.26315789473684,5.26315789473684,0,NA,1886,41.3,44,1500,553,37,523,40.3,745,573,77
"S_0018",139197,858744,"South Cuidrach Wind Turbine",1,NA,0.33,"Approved","B0374","28/03/2014","Highland","Scotland","Scotland","17/11/2011","","","Small",2011,"S01003914",45.44,6.41,4.9,8.65,327.78,"S12000017",0.9,211.27,129.11,52.01,11.02,0.21,46.45,42.76,5.55,24.6,5.55,71,1.28,7.5,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,975,46,50,833,233,28,613,16.8,423,342,81
"S_0019",331150,737066,"West Mains Farmhouse",1,NA,0.33,"Approved","IF1396","26/03/2014","Tayside","Scotland","Scotland","21/11/2011","","","Small",2011,"S01000601",9.52,24.61,1.83,1.53,103.89,"S12000041",0.74,23.21,29.8,17.84,1.97,6.71,7.89,8.03,8.03,8.03,1.53,199,1.74,8.1,8003,12,29,5,2,3,6,13,"NOC",15,17.2413793103448,6.89655172413793,10.3448275862069,20.6896551724138,44.8275862068966,1232,41.3,44,991,390,39,800,29.8,483,408,84
"S_0020",524776,251381,"Gamlingay Community Turbine (Castle farm)",1,NA,0.33,"Approved","AA631","05/06/2013","Cambridgeshire","Eastern","England","29/12/2011","","09/05/2013","Small",2011,"E01018247",21.99,22.28,7.34,1.08,102.68,"E07000012",0.37,15.02,113.54,23.52,2.44,8.17,7.15,27.37,8.26,27.37,0.9,48,0.99,6.2,501,1,42,0,14,25,3,NA,"LD",22,0,33.3333333333333,59.5238095238095,7.14285714285714,NA,1572,42.1,45,1312,438,33,473,34.9,637,432,68
"S_0021",354233,837509,"Land to South West of Cairnhill Farm",1,0.85,0.85,"Approved","IF1391","05/11/2014","Grampian","Scotland","Scotland","04/03/2013","","","Small",2013,"S01000456",42.17,44.89,1.49,4.17,185.22,"S12000034",0.05,122.39,23.46,36.36,0.23,1.12,1.86,29.97,8.12,13.55,6.98,176,1.58,7.3,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,1132,37.7,39,875,251,29,724,20,435,293,67
"S_0022",314755,964468,"Weydale Farm wind turbine",1,0.5,0.1,"Approved","C1314","17/01/2014","Highland","Scotland","Scotland","26/04/2013","","","Small",2013,"S01003995",24.46,31.3,3.6,2.99,318.07,"S12000017",0.07,241.85,128.14,13.77,1.32,1.47,1.9,5.68,2.12,5.68,0.8,65,0.07,7.9,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,1312,40.1,42,1068,279,26,870,21,563,434,77
"S_0023",163756,647054,"Gigha Turbine #4",1,NA,0.33,"Approved","B0890","07/10/2013","Strathclyde","Scotland","Scotland","07/09/2010","","18/09/2013","Small",2010,"S01000721",25.13,19.42,21.97,16.53,185.61,"S12000035",0.37,81.06,57.56,36.44,16.44,6.08,56.2,10.54,14.96,6.4,5.63,24,1.43,8,8004,12,36,3,0,7,16,10,"NOC",19,8.33333333333333,0,19.4444444444444,44.4444444444444,27.7777777777778,702,43.8,47,568,162,29,419,16.7,314,180,57
"S_0024",439954,408340,"Ferry Moor Lane",1,0.5,0.5,"Approved","C2137","19/02/2014","South Yorkshire","Yorkshire and Humber","England","29/10/2013","","","Small",2013,"E01007341",27.47,42.54,0.82,3.04,98.73,"E08000016",0.58,8.08,17.22,28.5,0.26,1.78,2.42,37.84,14.44,19.24,1.03,50,0.58,5.8,5001,5,63,5,52,0,6,NA,"Lab",32,7.93650793650794,82.5396825396825,0,9.52380952380952,NA,1264,35.8,34,959,52,5,397,3.3,513,182,35
"S_0025",138732,836529,"Struan Wind Turbine",1,NA,0.33,"Approved","AA571","26/11/2013","Highland","Scotland","Scotland","25/08/2011","","04/11/2013","Small",2011,"S01003768",32.67,11.03,1.17,3.46,315,"S12000017",2.23,192.64,119.54,31.8,5.97,8.83,37.6,54.18,8.41,4.9,3.11,189,3.26,8.4,8018,12,80,0,7,22,34,17,"NOC",41,0,8.75,27.5,42.5,21.25,628,46.2,50,534,166,31,386,19.2,273,222,81
"S_0026",321976,655758,"Rosemary Farm Wind Turbines",2,NA,0.1,"Approved","AA625","05/09/2013","Lothian","Scotland","Scotland","06/12/2011","","","Small",2011,"S01004122",19.65,13.25,1.39,3.84,75.9,"S12000019",1.89,15.48,67.09,33.23,2.69,1.53,11.91,7.35,5.56,7.35,0.75,271,1.29,7.4,8020,12,18,0,9,3,0,6,"NOC",10,0,50,16.6666666666667,0,33.3333333333333,900,38.6,40,712,352,49,594,36.2,357,268,75
"S_0027",305355,692717,"STEELEND FARM WIND FARMS",6,NA,0.07,"Approved","C0107","26/02/2013","Fife","Scotland","Scotland","13/02/2012","","","Small",2012,"S01002772",20.89,40.08,2.05,0.28,99.01,"S12000015",2.72,7.96,42.11,10.71,2.56,6.23,6.69,7.31,21.64,7.31,0.66,219,2.34,8.3,8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333,989,43.9,46,837,248,30,607,22.9,377,310,82
"S_0028",344529,988112,"SUQUOY FARM - WIND TURBINES",4,NA,0.04,"Approved","C0148","08/10/2013","Orkney Islands","Scotland","Scotland","30/04/2012","","","Small",2012,"S01004971",11.89,19.99,0.06,3.24,334.93,"S12000023",0.27,267.83,156.33,51.73,37.86,38.39,31.61,19.53,16.62,5.87,1.67,71,0.29,9.1,8030,12,21,0,0,0,21,0,"Ind",11,0,0,0,100,0,1021,48.9,54,887,258,29,612,12.7,511,389,76
"S_0029",619620,249997,"GREAT PINNERS WIND TURBINES",3,0,0.02,"Approved","C0157","28/01/2013","Suffolk","Eastern","England","01/03/2012","02/05/2012","28/05/2012","Small",2012,"E01030221",15.82,6.24,4.4,1.23,12.02,"E07000205",0,69.43,41.22,19.05,0.24,5.3,2.77,6.88,15.48,6.89,4.34,51,0.83,6.2,3506,1,55,44,4,5,2,NA,"Con",28,80,7.27272727272727,9.09090909090909,3.63636363636364,NA,1965,46.9,50,1683,611,36,545,36,833,675,81
"S_0030",610605,289098,"TIBEHAM WIND TURBINES",3,0,0.02,"Approved","C0161","28/01/2013","Norfolk","Eastern","England","02/03/2012","23/11/2012","27/12/2012","Small",2012,"E01026877",17.21,34.23,16.12,1.02,36.91,"E07000149",0.09,74.38,21.04,10.01,5.55,7.94,5.29,10.01,9.58,12.44,1.88,49,1.65,6.2,2607,1,46,38,0,8,0,NA,"Con",24,82.6086956521739,0,17.3913043478261,0,NA,1537,44.9,47,1264,316,25,413,25.9,638,547,86
"S_0031",231040,58658,"Wilton Farm",1,0.5,0.5,"Approved","C2614","03/03/2014","Cornwall","South West","England","07/06/2012","","","Small",2012,"E01018757",19.46,3.39,1.31,1.35,8.62,"E06000052",0.29,68.47,19.51,13.01,1.73,1.21,1.72,69.63,4.23,4.3,3.4,118,0.86,6.9,827,11,123,48,0,39,36,NA,"NOC",62,39.0243902439024,0,31.7073170731707,29.2682926829268,NA,2066,47.9,52,1779,683,38,596,30,939,742,79
"S_0032",352579,627537,"Midlem Wind Turbine",1,NA,0.02,"Approved","B0073","05/02/2013","Borders","Scotland","Scotland","10/12/2009","","","Small",2009,"S01005395",60.1,3.29,1.39,0.07,53.91,"S12000026",0.19,50.58,26.98,1.62,0.91,4.67,10.1,27.62,1.61,27.62,1.07,210,0,6.9,8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294,978,44.2,48,808,318,39,620,30,411,317,77
"S_0033",385277,847720,"West Brucehill Wind Turbine",1,NA,0.05,"Approved","C0402","20/05/2013","Grampian","Scotland","Scotland","08/08/2012","","","Small",2012,"S01000502",35.5,71.95,3.26,0.13,190.6,"S12000034",1.11,144.73,54.56,22.14,2.32,8.89,25.22,21.87,9.7,17.27,8.81,132,1.04,8.3,8001,12,43,3,17,5,3,15,"NOC",22,6.97674418604651,39.5348837209302,11.6279069767442,6.97674418604651,34.8837209302326,638,40.9,42,528,127,24,434,19.4,221,184,83
