"Turbine_ID","X.coordinate","Y.coordinate","Site.Name","No..of.Turbines","Turbine.Capacity..MW.","Capacity","Status.Summary","Old.Ref.ID","Record.Last.Updated..dd.mm.yyyy.","County","Region","Country","Planning.Application.Submitted","Under.Construction","Operational","Size","year","Censusboundaries","Airports","Aonb","Aroads","Broads","Hcoast","Localunitaryauthority","Minroads","Motorways","Nationalparks","Nnr","Powerlines","Primaryroads","Railway","Ramsar","Sacs","Spa","Sssi","Ukelevation","Urbanregions","Windspeed45","Code","Type","Council_size","Con","Lab","LD","Other","SNP_PC","Control","Majority","Con_share","Lab_share","LD_share","Oth_share","SNP_PC_share","Age_Total","Age_Mean","Age_Median","Qual_Total","Qual_Level4","Qual_PercentL4","SocialGradeTotal","SocialGradePercentAB","Tenure_Total","Tenure_Owned","PercentOwner"
"L_1673",223765,566671,"Glenchamber Wind Farm",11,2.3,25.3,"Approved","AA143","31/05/2016","Dumfries and Galloway","Scotland","Scotland","28/10/2010","06/02/2015",NA,"Large",2010,"S01000980",61.7,31.46,9.74,8.54,87.33,"S12000006",1.52,78.87,94.99,24.87,6.97,7.45,6.89,11.38,1.04,7.77,2.87,172,3.09,8.1,8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809,677,46.4,50,586,98,17,426,11.7,325,208,64
"L_1674",404000,430500,"Ovenden Moor (Repower) (Re-submission)",9,2.5,22.5,"Approved","B0593","22/03/2016","West Yorkshire","Yorkshire and Humber","England","02/08/2012","21/05/2015",NA,"Large",2012,"E01010920",18.1,19.28,3.42,3.71,109.6,"E08000033",0.41,12.55,19.52,35.12,4.18,2.76,4.96,37.35,0,0,0,398,1.85,8.3,5302,5,51,17,20,12,2,NA,"NOC",26,33.3333333333333,39.2156862745098,23.5294117647059,3.92156862745098,NA,1670,41.4,44,1378,521,38,558,36,726,564,78
"L_1675",375187,863494,"Easter Melrose Wind Energy Project",3,0.8,2.4,"Approved","AA456","02/06/2015","Grampian","Scotland","Scotland","02/08/2011","15/05/2015",NA,"Large",2011,"S01000529",52.76,77.93,3.62,0.23,207.22,"S12000034",0.13,154.3,56.75,40.84,4.77,1.53,28.02,29.54,14.14,4.84,0.99,101,1.44,8.8,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,805,44.3,48,683,145,21,543,18.6,325,278,86
"L_1676",443942,528174,"Red Gap Moor Wind Farm",5,2.5,16,"Approved","A0149","31/05/2016","Cleveland","North East","England","20/05/2009","26/05/2016",NA,"Large",2009,"E01011959",16.88,35.21,2.79,5.85,9.24,"E06000001",1.66,11.75,19.38,8.18,0.09,1.29,5.16,5.47,10.16,5.47,5.47,44,1.88,6.6,721,11,47,5,23,6,13,NA,"NOC",24,10.6382978723404,48.936170212766,12.7659574468085,27.6595744680851,NA,2061,43.7,46,1710,588,34,584,33.6,830,671,81
"L_1677",294649,188695,"Pant y wal extension",8,2.5,20,"Approved","C2978","15/03/2016","Mid Glamorgan","Wales","Wales","30/04/2014","14/03/2016",NA,"Large",2014,"W01000976",24.48,31.12,1.1,3.23,39.45,"W06000013",0.63,6.34,17.05,13.39,4.63,13.11,3.37,23.39,2.43,29.39,0.86,241,1.24,5.9,7004,13,54,1,39,3,10,1,"Lab",28,1.85185185185185,72.2222222222222,5.55555555555556,18.5185185185185,1.85185185185185,1105,38.8,38,883,116,13,331,7.6,450,310,69
"L_1678",244194,817221,"Bhlaraidh (previously Balmacaan)",32,3.3,108,"Approved","AA202","31/05/2016","Highland","Scotland","Scotland","29/06/2012","01/03/2016",NA,"Large",2012,"S01003753",48.19,19.01,12.61,4.65,221.73,"S12000017",0.29,114.24,20.55,15.71,4.66,0.13,29.44,18.72,1.3,3.25,1.3,43,1.81,6.5,8018,12,80,0,8,15,35,22,"NOC",41,0,10,18.75,43.75,27.5,1105,45.8,49,948,266,28,684,14.8,503,353,70
"L_1679",283500,625500,"Andershaw",14,2.5,36,"Approved","EN00273","02/11/2015","Strathclyde","Scotland","Scotland","09/07/2007","28/10/2015",NA,"Large",2007,"S01005670",46.86,26.49,3.52,3.69,110.67,"S12000029",0.32,4.98,69,15.88,3.93,9.55,10.27,38.6,3.36,1.62,1.62,289,3.64,6.8,8027,12,67,8,30,2,3,24,"NOC",34,11.9402985074627,44.7761194029851,2.98507462686567,4.47761194029851,35.8208955223881,756,41.6,45,631,138,22,512,15,338,201,59
"L_1680",366700,670500,"Crystal Rig Wind Farm Phase III",6,2.3,13.8,"Approved","C1427","13/05/2016","Borders","Scotland","Scotland","14/06/2013","15/01/2016",NA,"Large",2013,"S01001573",52.52,33.42,6.65,5.35,33.77,"S12000010",1.84,48.53,42.29,24.13,0.13,6.54,6.99,8.06,4.16,8.06,0.54,277,2.46,8.9,8012,12,23,3,10,0,1,9,"NOC",12,13.0434782608696,43.4782608695652,0,4.34782608695652,39.1304347826087,658,41.4,45,526,210,40,436,26.1,284,168,59
"L_1681",302328,624463,"Clyde Wind Farm Extension (Clyde 2)",54,3,172.8,"Approved","AA509","31/05/2016","Strathclyde","Scotland","Scotland","10/10/2011","20/07/2015",NA,"Large",2011,"S01005671",50.82,10.04,4.69,7.74,101.07,"S12000029",3.49,8.04,69.8,20.91,9.66,7.51,7.45,29.19,4.76,18.75,4.76,457,4.51,7.4,8027,12,67,8,30,2,3,24,"NOC",34,11.9402985074627,44.7761194029851,2.98507462686567,4.47761194029851,35.8208955223881,520,42.3,47,435,97,22,342,14.6,224,150,67
"L_1682",312758,280228,"Garreg Lwyd",23,2,46,"Approved","A0287","26/02/2016","Powys","Wales","Wales","27/05/2008","11/01/2016",NA,"Large",2008,"W01000427",58.47,4.1,9.8,2.41,132.57,"W06000023",0.04,59.11,38.69,21.84,11.57,3.46,9.87,27.79,1.77,16.84,1.77,437,3.21,7.4,7017,13,73,9,4,15,45,0,"Ind",37,12.3287671232877,5.47945205479452,20.5479452054795,61.6438356164384,0,1411,44.7,48,1171,280,24,380,12.9,604,447,74
"L_1683",315000,580000,"Ewe Hill",6,2.3,13.8,"Approved","N00168W","22/04/2016","Dumfries and Galloway","Scotland","Scotland","07/04/2004","10/09/2015",NA,"Large",2004,"S01001054",38.42,13.69,1.88,0.65,67.42,"S12000006",0.68,0.9,41.4,14.57,4.8,9.4,0.38,5.63,13.6,5.63,5.63,80,1.19,6.7,8008,12,47,11,14,5,12,5,"NOC",24,23.4042553191489,29.7872340425532,10.6382978723404,25.531914893617,10.6382978723404,714,44.7,46,602,87,14,429,7.9,323,207,64
"L_1684",424367,595143,"Sisters",4,2.05,8.2,"Approved","AA189","29/04/2016","Northumberland","North East","England","28/09/2011","19/11/2015",NA,"Large",2011,"E01027475",18.6,9.87,5.45,0.77,3.4,"E06000048",0.57,29.73,17.91,34.91,0.52,1.09,0.63,4.98,10.04,4.98,3.55,39,0.4,6.8,2821,11,67,17,17,26,7,NA,"NOC",34,25.3731343283582,25.3731343283582,38.8059701492537,10.4477611940298,NA,1415,48.1,52,1231,390,32,428,25.7,641,551,86
"L_1685",315000,580000,"Ewe Hill (extension)",16,2.3,36.8,"Approved","N00168WR","19/05/2016","Dumfries and Galloway","Scotland","Scotland","31/03/2004","30/03/2016",NA,"Large",2004,"S01001054",38.42,13.69,1.88,0.65,67.42,"S12000006",0.68,0.9,41.4,14.57,4.8,9.4,0.38,5.63,13.6,5.63,5.63,80,1.19,6.7,8008,12,47,11,14,5,12,5,"NOC",24,23.4042553191489,29.7872340425532,10.6382978723404,25.531914893617,10.6382978723404,714,44.7,46,602,87,14,429,7.9,323,207,64
"L_1686",598482,198640,"Turncole Wind Farm",7,2,17.5,"Approved","A0340","26/02/2016","Essex","Eastern","England","30/06/2011","31/10/2015",NA,"Large",2011,"E01021906",14.95,32.7,13.48,2.57,49.99,"E07000074",0.02,38.27,96.66,4.3,4.66,15.75,2.44,3.13,3.13,3.13,2.36,1,2.1,6.2,1509,1,31,28,0,0,3,NA,"Con",16,90.3225806451613,0,0,9.67741935483871,NA,1510,41.3,42,1229,216,18,500,15.4,642,443,69
"L_1687",342422,846573,"Edintore Wind Farm",6,3,18,"Approved","AA252","27/09/2015","Grampian","Scotland","Scotland","11/12/2010","24/09/2015",NA,"Large",2010,"S01004243",31.68,45.93,4.17,0.73,197.04,"S12000020",0.98,127.77,25.74,44.91,1.54,1.58,1.86,15.61,7.99,6.84,1.26,254,0.28,8.3,8021,12,26,3,2,0,12,9,"NOC",14,11.5384615384615,7.69230769230769,0,46.1538461538462,34.6153846153846,699,40.7,43,555,154,28,436,15.6,271,228,84
"L_1688",264000,820120,"Dunmaglass Wind Farm",33,3,94,"Approved","N00033W","31/05/2016","Highland","Scotland","Scotland","11/02/2005","01/06/2014",NA,"Large",2005,"S01003762",34.69,23.77,16.53,5.14,210.72,"S12000017",4.7,107.03,14.52,22.73,5.8,13.94,17.98,7.47,7.48,7.48,7.48,684,6.91,9.7,8018,12,80,0,8,9,57,6,"Ind",41,0,10,11.25,71.25,7.5,1090,40.9,43,876,299,34,700,24.1,453,294,65
"L_1689",224637,644638,"Sorbie Farm",3,2.3,6.9,"Approved","C2303","16/02/2016","Strathclyde","Scotland","Scotland","30/10/2013","08/02/2016",NA,"Large",2013,"S01004471",21.35,22.08,1.88,1.05,147.17,"S12000021",1.06,21.41,36.22,46.41,0.31,0.53,1.86,30.93,9.71,15.96,2.53,83,0.95,8.3,8022,12,30,1,11,0,6,12,"NOC",16,3.33333333333333,36.6666666666667,0,20,40,2067,31.5,32,1462,423,29,1322,25.1,718,567,79
"L_1690",282793,196557,"Pen Y Cymoedd",76,3,228,"Approved","A0232","31/05/2016","Neath Port Talbot","Wales","Wales","19/11/2009","06/02/2014",NA,"Large",2009,"W01000920",26.43,21.38,1.06,3.97,45.88,"W06000012",1.37,8.34,13.2,10.97,3.14,5.04,4.51,10.97,10.97,24.93,7.47,369,1.08,7.3,7014,13,64,0,37,4,12,11,"Lab",33,0,57.8125,6.25,18.75,17.1875,1256,40.4,41,1028,141,14,382,7.6,518,384,74
"L_1691",380006,667129,"Penmanshiel Wind Farm",14,2,28.7,"Approved","B0206","31/05/2016","Borders","Scotland","Scotland","27/10/2011","06/05/2015",NA,"Large",2011,"S01005489",63.02,27.1,1.81,7.03,20.29,"S12000026",0.31,61.96,34.74,10.95,4.76,0.48,0.26,17.2,4.47,4.14,2.6,192,1.37,8.3,8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294,962,42.7,46,801,221,28,633,17.1,428,261,61
"L_1692",268500,99500,"Den Brook",9,2,18,"Approved","N00400W","26/04/2016","Devon","South West","England","10/11/2005","27/08/2015",NA,"Large",2005,"E01020339",32.25,33.26,1.21,2.66,37.15,"E07000047",0.39,27.12,5.25,15.53,3.88,5.16,0.45,27.42,7.63,27.42,3.03,151,0.34,6.3,1110,1,31,12,0,8,11,NA,"NOC",16,38.7096774193548,0,25.8064516129032,35.4838709677419,NA,1683,44.8,48,1413,464,33,479,27.6,704,509,72
"L_1693",395550,587550,"Ray Wind Farm",16,3.5,56,"Approved","N00263W","29/02/2016","Northumberland","North East","England","12/12/2005","01/07/2015",NA,"Large",2005,"E01027373",29.01,26.45,13.12,6,33.22,"E06000048",2.29,36.79,3.33,24.52,16.31,1.14,20.95,23.9,7.04,26.73,4.07,294,3.77,8,2800,2,67,14,35,14,4,NA,"Lab",34,20.8955223880597,52.2388059701493,20.8955223880597,5.97014925373134,NA,2003,45.7,49,1711,593,35,617,25.6,904,509,56
"L_1694",295290,658102,"Tormywheel",15,2.6,34,"Approved","N00306W","31/05/2016","Lothian","Scotland","Scotland","04/02/2005","07/12/2015",NA,"Large",2005,"S01006295",24.69,25.49,0.21,3.05,102.58,"S12000040",2.61,7.35,53.82,11.56,1.31,1.94,2.19,16.68,5.68,16.68,4.87,311,2.56,8.3,8029,12,32,1,18,0,1,12,"Lab",17,3.125,56.25,0,3.125,37.5,881,35.1,37,668,172,26,592,23.5,327,213,65
"L_1695",272659,210474,"Mynydd Y Gwrhyd Windfarm (resubmission)",2,2.35,4.7,"Approved","B0681","14/04/2016","West Glamorgan","Wales","Wales","10/12/2010","14/03/2016",NA,"Large",2010,"W01000919",24.58,21.91,2.1,4.76,59.31,"W06000012",1.29,11.92,3.52,12.17,2.13,9.84,2.08,14.47,13.03,20,1.35,300,1.49,7.5,7014,13,64,0,37,4,12,11,"Lab",33,0,57.8125,6.25,18.75,17.1875,1172,41.7,43,966,205,21,362,13.3,504,381,76
"L_1696",303000,524100,"Potato Pot Wind Farm",3,2,6,"Approved","B0490","14/03/2016","Cumbria","North West","England","07/08/2012","15/09/2015",NA,"Large",2012,"E01019101",54.71,12.99,1.81,1.81,11.42,"E07000026",0.66,46.27,6.5,6.62,1.46,1.41,4.16,21.93,3.01,21.87,3.01,95,0.92,7.2,901,1,56,12,28,1,15,NA,"NOC",29,21.4285714285714,50,1.78571428571429,26.7857142857143,NA,1507,47.2,50,1287,332,26,405,23,619,583,94
"L_1697",260200,602000,"Windy Standard II Wind Farm (Brockloch Rig Phase 1)",30,3,90,"Approved","N00068W","28/04/2015","Dumfries and Galloway","Scotland","Scotland","14/12/2001","07/08/2014",NA,"Large",2001,"S01001068",34.34,38.86,8.48,8.92,93.37,"S12000006",4.05,37.99,82.07,21.73,8.44,11.35,10.26,21.61,14.26,14.07,9.66,589,5.44,9.4,8008,12,47,8,13,6,15,5,"NOC",24,17.0212765957447,27.6595744680851,12.7659574468085,31.9148936170213,10.6382978723404,867,47.5,50,766,277,36,548,21.5,395,279,71
"L_1698",463950,274602,"Winwick",6,2.3,12.3,"Approved","AA073","16/02/2016","Northamptonshire","East Midlands","England","17/05/2010","15/04/2015",NA,"Large",2010,"E01027006",19.43,34.7,2.28,6.13,126.32,"E07000151",0.69,6.29,86.9,31.64,2.36,3.41,5.83,20.31,32.96,20.31,4.47,175,1.26,6.6,2702,1,38,35,1,2,0,NA,"Con",20,92.1052631578947,2.63157894736842,5.26315789473684,0,NA,1886,41.3,44,1500,553,37,523,40.3,745,573,77
"L_1699",348857,378461,"Frodsham Marsh",19,2.65,50.4,"Approved","A0207","28/04/2016","Cheshire","North West","England","25/02/2010","06/08/2015",NA,"Large",2010,"E01018689",6.61,31.12,2.56,2.67,143.54,"E06000050",2.09,1.75,44.88,25.35,1.56,2.8,2.17,0.2,12.91,0.2,0.03,10,2.32,6,622,11,72,55,13,4,0,NA,"Con",37,76.3888888888889,18.0555555555556,5.55555555555556,0,NA,1450,47.4,48,1229,351,29,400,29.2,676,545,81
"L_1700",270500,582500,"Blackcraig",23,3,53,"Approved","N00279W","16/02/2016","Dumfries and Galloway","Scotland","Scotland","30/09/2005","10/01/2016",NA,"Large",2005,"S01001068",55.91,22.69,2.02,6.1,71.46,"S12000006",2,40.47,64.35,22.65,7.3,16.02,20.76,7.67,13.66,7.67,6.52,367,1.95,8.7,8008,12,47,11,14,5,12,5,"NOC",24,23.4042553191489,29.7872340425532,10.6382978723404,25.531914893617,10.6382978723404,867,47.5,50,766,277,36,548,21.5,395,279,71
"L_1701",220442,804419,"Beinneun Windfarm Extension",7,3.4,23.8,"Approved","B1325","16/02/2016","Highland","Scotland","Scotland","14/10/2014","15/07/2015",NA,"Large",2014,"S01003744",55.1,12.2,30.37,15.54,230.43,"S12000017",2,119.81,31.78,12.06,1.87,0.87,22.92,45.66,5.2,2.1,2.1,490,3.81,8.5,8018,12,80,0,8,15,36,21,"NOC",41,0,10,18.75,45,26.25,665,43.8,48,547,161,29,405,19.5,278,210,76
"L_1702",369468,669455,"Aikengall II, Wester Dod Community Wind Farm",19,3.6,68.4,"Approved","A0168","31/03/2016","Lothian","Scotland","Scotland","02/09/2009","01/09/2014",NA,"Large",2009,"S01001573",55.36,33.2,6.91,6.28,30.81,"S12000010",0.93,51.32,40.21,21.32,2.64,6.02,6.72,9.69,3.83,9.69,0.07,311,4.46,8.8,8012,12,23,2,7,6,1,7,"NOC",12,8.69565217391304,30.4347826086957,26.0869565217391,4.34782608695652,30.4347826086957,658,41.4,45,526,210,40,436,26.1,284,168,59
"L_1703",279141,188569,"Mynydd Brombil Wind Farm",5,2,10,"Approved","B0328","31/05/2016","Neath Port Talbot","Wales","Wales","29/08/2012","01/02/2016",NA,"Large",2012,"W01000966",22.54,15.63,1.12,3.09,37.49,"W06000012",1.13,0.88,21.9,5.15,0.11,8.1,1.47,9.22,5.15,22.8,2.87,244,0.88,7.2,7014,13,64,0,52,0,4,8,"Lab",33,0,81.25,0,6.25,12.5,1432,43.9,46,1221,197,16,417,10.3,637,480,75
"L_1704",325251,479875,"Furness Wind Farm/High Winds (Harlock Repowering) ",5,2.3,11.5,"Approved","AA493","16/03/2016","Cumbria","North West","England","06/09/2011","20/12/2015",NA,"Large",2011,"E01019351",11.57,18.58,4.04,3.27,43.39,"E07000031",0.49,26.91,4.96,5.18,2.32,2.4,2.87,3.3,3.3,3.3,0.76,214,2.51,9,906,1,51,18,1,32,0,NA,"LD",26,35.2941176470588,1.96078431372549,62.7450980392157,0,NA,1753,45.7,49,1510,624,41,528,35.2,760,594,78
"L_1705",378028,663859,"Quixwood Moor",13,2.3,29.9,"Approved","AA511","28/04/2016","Borders","Scotland","Scotland","22/12/2011","06/01/2016",NA,"Large",2011,"S01005482",64.53,26.92,2.42,4.84,20.82,"S12000026",0.79,60.28,32.05,13.77,1.8,3.19,2.89,15.25,2.51,7.94,2.19,172,2.52,7.5,8005,12,34,11,0,10,7,6,"NOC",18,32.3529411764706,0,29.4117647058824,20.5882352941176,17.6470588235294,663,45.1,49,565,164,29,429,20,297,193,65
"L_1706",270311,607479,"Sanquhar Community Windfarm",12,3,36,"Approved","AA503","31/03/2016","Dumfries and Galloway","Scotland","Scotland","27/04/2010","15/05/2015",NA,"Large",2010,"S01001083",38.9,43.15,17.42,7.89,95.35,"S12000006",1.14,26.49,79.57,32.57,11.51,4.66,5.38,29.89,9.05,7.17,2.74,418,4.98,7.9,8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809,813,44.9,47,691,124,18,497,11.7,368,234,64
"L_1707",275154,638500,"Auchrobert Wind Farm",12,2.5,36,"Approved","IF1187","24/05/2016","Strathclyde","Scotland","Scotland","14/12/2012","01/04/2015",NA,"Large",2012,"S01005680",37.86,34.41,7.59,3.17,124.17,"S12000029",1.55,5.68,53.55,9.92,2.88,7.11,11.07,38.67,6.71,2.27,1.66,337,4.33,7.3,8027,12,67,3,33,1,2,28,"NOC",34,4.47761194029851,49.2537313432836,1.49253731343284,2.98507462686567,41.7910447761194,830,39,41,651,160,25,540,25.6,306,246,80
"L_1708",528300,309000,"French Farm (resubmission)",2,2.5,4,"Approved","A0442","31/05/2016","Cambridgeshire","Eastern","England","06/11/2008","26/05/2016",NA,"Large",2008,"E01015618",25.92,35.08,9.13,2.64,54.05,"E06000031",0.6,20.51,94.3,17.12,2.05,2.96,9.31,8.98,10.04,8.98,7.44,0,1.29,6.2,525,11,57,43,2,3,9,NA,"Con",29,75.4385964912281,3.50877192982456,5.26315789473684,15.7894736842105,NA,1084,42.1,44,879,163,19,315,13,451,307,68
"L_1709",327760,696279,"Middle Balbeggie Wind Turbines",2,2.5,5,"Approved","B0676","25/01/2016","Fife","Scotland","Scotland","28/09/2012","15/06/2015",NA,"Large",2012,"S01002814",26.17,47.64,2.76,1.46,80.14,"S12000015",1.05,14.37,62.4,10.44,0.42,1.06,0.79,4.08,19.15,4.08,4.02,62,1.3,7.2,8016,12,78,3,35,10,4,26,"NOC",40,3.84615384615385,44.8717948717949,12.8205128205128,5.12820512820513,33.3333333333333,876,43.3,46,732,101,14,531,9,413,248,60
"L_1710",363363,828345,"Hill of Tillymorgan (Kirkton Farm) Wind turbines (resubmission)",3,2.3,6.9,"Approved","C0329","28/04/2016","Grampian","Scotland","Scotland","16/03/2011","01/07/2015",NA,"Large",2011,"S01000440",29.43,42.76,4.4,0.09,174.28,"S12000034",0.05,117.39,25.7,31.13,4.23,2.39,0.95,24.96,17.12,24.8,6.63,133,0,6.5,8001,12,43,5,10,15,1,12,"NOC",22,11.6279069767442,23.2558139534884,34.8837209302326,2.32558139534884,27.906976744186,1091,40.6,42,899,298,33,752,21.9,450,364,81
"L_1711",581259,332212,"Chiplow",5,2,8.2,"Approved","EN00350","16/02/2016","Norfolk","Eastern","England","26/05/2010","31/03/2015",NA,"Large",2010,"E01026656",5.05,7.92,11.24,0.6,11.18,"E07000146",0.54,76.96,46.96,11.53,9.44,3.95,13.11,11.53,4.9,11.53,1.22,53,1.23,6.4,2604,1,62,52,4,4,2,NA,"Con",32,83.8709677419355,6.45161290322581,6.45161290322581,3.2258064516129,NA,1937,46.7,50,1643,384,23,511,17,837,536,64
"L_1712",328104,697428,"Noble Foods",1,1.5,1.5,"Approved","B0034","27/07/2015","Fife","Scotland","Scotland","10/05/2011","20/08/2014",NA,"Large",2011,"S01002814",27.34,46.79,3.47,0.88,80.41,"S12000015",0.03,14.81,62.22,10.47,0.34,1.41,0.32,4.69,18.26,4.68,4.68,55,0.3,7.1,8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795,876,43.3,46,732,101,14,531,9,413,248,60
"L_1713",332583,184564,"ANP Newport Wind Turbine",1,2.3,2.3,"Approved",NA,"01/04/2016","Newport","Wales","Wales","24/07/2015","31/03/2016",NA,"Large",2015,"W01001660",26.07,17.95,1.93,2.44,51.55,"W06000022",1.01,4.22,16.55,1.09,0.59,5.35,0.21,1.31,0.15,1.3,0.15,8,0.66,6,7015,13,50,10,37,1,2,0,"Lab",26,20,74,2,4,NA,1569,35.7,33,1220,208,17,497,7.6,616,362,59
"L_1714",265320,609703,"Hare Hill Extension",35,0.85,29.8,"Approved","A0397","22/04/2016","Strathclyde","Scotland","Scotland","04/09/2007","15/10/2015",NA,"Large",2007,"S01001276",33.47,47.02,12.88,4.96,98.89,"S12000008",2.61,29.06,76,30.97,6.06,3.43,4.11,30.85,13.19,5.26,0.77,585,3.56,10,8010,12,32,3,14,0,1,14,"NOC",17,9.375,43.75,0,3.125,43.75,607,40.1,43,490,93,19,411,16.1,226,186,82
"L_1715",288368,195006,"Llynfi Afan Renewable Energy Park",3,2,6,"Approved","AA476","19/05/2016","Neath Port Talbot","Wales","Wales","15/11/2010","27/05/2016",NA,"Large",2010,"W01000930",31.73,26,1.42,4.52,45.59,"W06000012",1.3,12.09,12.57,14.63,6.04,9.52,3.87,16.36,9.69,30.56,3.69,467,1.19,6.8,7014,13,64,0,37,4,12,11,"Lab",33,0,57.8125,6.25,18.75,17.1875,1362,40.4,41,1121,114,10,427,5.9,617,395,64
"L_1716",223370,595995,"Assel Valley Wind Farm",11,2,22,"Approved","AA559","24/05/2016","Strathclyde","Scotland","Scotland","01/06/2011","15/05/2015",NA,"Large",2011,"S01005524",33.74,44.9,4.43,1.76,107.61,"S12000028",0.47,51.57,84.56,25.84,5.24,4.74,4.14,25.08,5.7,17.29,1.49,207,1.28,7.8,8026,12,30,12,9,0,1,8,"NOC",16,40,30,0,3.33333333333333,26.6666666666667,815,46.7,48,678,152,22,452,12.2,313,232,74
"L_1717",302205,659690,"Pearie Law Wind Farm",6,2,12,"Approved","C0131","31/05/2016","Lothian","Scotland","Scotland","17/04/2012","30/08/2015",NA,"Large",2012,"S01006295",18.62,22.98,2.9,1.81,95.68,"S12000040",0.4,7.6,58.09,15.4,0.75,3.09,0.34,11.21,7.21,11.21,0.89,252,2.92,7.7,8029,12,33,1,16,0,1,15,"NOC",17,3.03030303030303,48.4848484848485,0,3.03030303030303,45.4545454545455,881,35.1,37,668,172,26,592,23.5,327,213,65
"L_1718",515938,462771,"Fraisthorpe Wind Farm",9,3.3,29.7,"Approved","AA671","18/03/2016","Humberside","Yorkshire and Humber","England","10/02/2012","15/04/2015",NA,"Large",2012,"E01012992",53.27,39.34,4.28,4.58,7.27,"E06000011",0.53,42.49,27.68,28.18,2.68,0.81,2.46,34.19,6.44,9.62,5.62,12,0.92,6.6,2021,11,67,53,6,3,5,NA,"Con",34,79.1044776119403,8.95522388059701,4.47761194029851,7.46268656716418,NA,1490,45.9,50,1269,265,21,439,16.2,656,383,58
"L_1719",377377,671362,"Kinegar Quarry (resubmission)",2,2.5,5,"Approved","B0327","31/05/2016","Borders","Scotland","Scotland","20/02/2012","15/07/2014",NA,"Large",2012,"S01005489",58.04,31.82,1.96,11.86,24.75,"S12000026",0.2,59.21,39.46,13.61,2.54,0.53,0.38,12.4,6.16,5.35,0.72,68,0.04,6.8,8005,12,34,10,0,6,9,9,"NOC",18,29.4117647058824,0,17.6470588235294,26.4705882352941,26.4705882352941,962,42.7,46,801,221,28,633,17.1,428,261,61
"L_1720",591061,175143,"Port of Sheerness Wind Farm (was Lappel Bank)",4,2.05,8.2,"Approved","A0446","22/03/2016","Kent","South East","England","26/08/2008","06/08/2015",NA,"Large",2008,"E01024615",14.82,13.87,0.56,2.09,49.66,"E07000113",0.82,13.88,77.42,5.15,0.6,0.3,0.3,1.76,8.96,1.76,1.55,6,0,6.5,2211,1,47,26,9,5,7,NA,"Con",24,55.3191489361702,19.1489361702128,10.6382978723404,14.8936170212766,NA,1495,37,37,1111,63,6,451,4.2,613,203,33
"L_1721",275440,629090,"Galawhistle",22,3,66,"Approved","A0348","04/04/2016","Strathclyde","Scotland","Scotland","12/03/2010","18/06/2015",NA,"Large",2010,"S01001322",38.83,33.78,0.22,5.4,115.36,"S12000008",0.01,10.61,61.74,17.31,4.96,14.82,16.46,42.7,9.18,0.5,0.5,285,0.45,7.3,8010,12,32,3,14,0,1,14,"NOC",17,9.375,43.75,0,3.125,43.75,849,41.1,44,697,158,23,509,15.7,312,220,71
"L_1722",322212,692370,"Clentrie Wind Farm (Gevens)",3,2.3,6.9,"Approved","AA537","29/02/2016","Fife","Scotland","Scotland","22/09/2011","01/02/2016",NA,"Large",2011,"S01002727",20.15,48.95,2.83,1.73,83.33,"S12000015",0.74,8.66,58.53,8.37,0.31,1.34,2.54,6.05,21.43,6.06,0.68,122,1.46,7.8,8016,12,78,5,24,21,5,23,"NOC",40,6.41025641025641,30.7692307692308,26.9230769230769,6.41025641025641,29.4871794871795,947,37.6,40,743,252,34,639,25.8,387,318,82
"L_1723",287930,195255,"Llynfi Renewable Energy Park, Land at Mynydd Caerau",12,2,18,"Approved","EN00264","19/05/2016","Neath Port Talbot","Wales","Wales","15/11/2010","27/05/2016",NA,"Large",2010,"W01000930",31.32,25.66,1.12,4.53,45.71,"W06000012",0.8,11.84,12.4,14.61,5.93,9.1,3.7,15.94,10.13,30.11,4.08,376,0.81,5.7,7014,13,64,0,37,4,12,11,"Lab",33,0,57.8125,6.25,18.75,17.1875,1362,40.4,41,1121,114,10,427,5.9,617,395,64
"L_1724",220844,569576,"Kilgallioch wind farm",96,2.5,239,"Approved","A0334","25/05/2016","Dumfries and Galloway","Scotland","Scotland","05/03/2010","28/07/2015",NA,"Large",2010,"S01000980",59.57,34.92,12.25,9.93,91.41,"S12000006",0.93,76.99,98.85,27.87,10.69,11.13,3.89,12.95,1.56,5.49,2.36,200,3.04,8.2,8008,12,47,18,14,3,2,10,"NOC",24,38.2978723404255,29.7872340425532,6.38297872340426,4.25531914893617,21.2765957446809,677,46.4,50,586,98,17,426,11.7,325,208,64
